YEAR,PRECINCT,SQF_SEXF,SQF_SEXM,SQF_SEXZ,SQF_RACEASIAN,SQF_RACEBLACK,SQF_RACENATIVE,SQF_RACEHISPB,SQF_RACEHISPW,SQF_RACEUNK1,SQF_RACEWHITE,SQF_RACEUNK2,SQF_RACEOTHER,SQF_AGE0_17,SQF_AGE18_24,SQF_AGE25_34,SQF_AGE35_44,SQF_AGE45_64,SQF_AGE65_older,POP_AGE18_24,POP_AGE18_24_M,POP_AGE18_24_F,POP_25OVER,POP_25OVER_M,POP_25OVER_F,UNDERHS_AGE18to24,GRAD_AGE18to24,COLLEGE_AGE18to24,BACHELORS_AGE18to24,UNDERHS_AGE18to24_M,GRAD_AGE18to24_M,COLLEGE_AGE18to24_M,BACHELORS_AGE18to24_M,UNDERHS_AGE18to24_F,GRAD_AGE18to24_F,COLLEGE_AGE18to24_F,BACHELORS_AGE18to24_F,UNDER9th_25OVER,UNDERHS_25OVER,GRAD_25OVER,COLLEGE_25OVER,BACHELORS_25OVER,UNDER9th_25OVER_M,UNDERHS_25OVER_M,GRAD_25OVER_M,COLLEGE_25OVER_M,BACHELORS_25OVER_M,UNDER9th_25OVER_F,UNDERHS_25OVER_F,GRAD_25OVER_F,COLLEGE_25OVER_F,BACHELORS_25OVER_F
2012,79,1160,13915,219,151,11967,33,424,1789,75,575,0,280,2685,4911,3640,1805,2057,111,13111,6331,6780,63558,27949,35609,2474,3111,5881,1644,1329,1586,2689,727,1146,1525,3192,916,5776,8585,17415,11558,3889,2710,3942,7656,5381,3889,3067,4642,9759,6175,3889
2012,81,686,8926,97,50,8184,16,162,734,261,186,0,116,1775,3126,2369,1061,1254,61,6621,3168,3453,38149,16111,22038,1833,1945,2259,584,1074,870,964,260,759,1075,1295,324,3685,5346,11552,7024,2730,1865,2377,5115,2679,2730,1817,2967,6438,4342,2730
2012,83,626,10525,660,116,4367,21,976,4944,28,664,0,695,1604,4003,3204,1631,1317,44,15795,8286,7509,70749,34095,36654,4759,3658,5698,1680,3055,1982,2551,698,1704,1676,3147,982,18346,11327,17137,9233,3715,9326,5508,8694,4164,3715,9018,5816,8448,5066,3715
2012,84,357,3459,14,125,2499,10,153,556,21,457,0,9,499,959,852,578,885,47,7031,3652,3379,45845,22403,23442,331,1366,2595,2737,219,826,1367,1240,112,540,1229,1498,1347,1229,3877,4248,1452,570,534,1901,2384,1452,785,695,1981,1874,1452
2012,88,547,5298,103,63,4458,68,147,639,8,429,0,136,867,1695,1406,812,1100,63,6042,2890,3152,35868,16382,19486,795,1180,2448,1619,460,646,1026,758,335,534,1422,861,2239,3304,5236,4916,1532,1091,1425,2347,2544,1532,1150,1879,2893,2373,1532
2012,90,471,9228,147,120,3645,28,1299,3655,24,923,0,152,1640,3105,2422,1312,1303,59,15526,7285,8241,75400,35638,39762,3155,3853,5496,3022,1691,1513,2889,1192,1464,2340,2607,1830,10519,9627,17047,10202,3243,4533,4291,7176,6300,3243,5981,5336,9868,3913,3243
2012,94,149,1939,4,64,509,8,98,541,26,836,0,10,218,524,622,366,349,12,3965,1707,2258,33341,16340,17001,421,567,1601,1376,157,283,788,479,264,284,813,897,2171,1924,5909,4689,2501,843,936,2723,2327,2501,1330,989,3183,2361,2501
2012,100,294,3835,1,103,2657,23,117,549,1,678,0,2,619,1332,995,555,578,44,3282,1865,1417,33543,15629,17914,551,818,1588,325,374,389,889,213,177,429,699,112,1784,3334,9387,6429,2554,779,1488,4270,3304,2554,1006,1845,5114,3120,2554
2012,101,294,9453,23,61,8430,18,188,781,160,118,0,14,1741,4251,2208,853,667,36,7775,3637,4138,39433,16689,22744,2110,2114,2930,621,1255,1131,1120,131,856,983,1810,489,4855,5611,11729,6846,2268,2322,2379,4845,2911,2268,2536,3229,6885,3932,2268
2012,102,453,6236,160,1592,1398,76,492,2535,18,554,0,184,1156,2967,1608,644,448,17,17406,9074,8332,111605,53612,57993,2924,3955,8149,2378,1697,2386,4061,930,1227,1569,4088,1448,12255,12267,31954,15990,7926,5485,6239,15054,8291,7926,6766,6033,16898,7697,7926
2012,103,739,12106,141,631,8850,193,458,2262,91,345,0,156,1405,4205,3831,1759,1723,50,9331,4599,4732,59634,27107,32527,1899,2324,4233,875,1168,1259,1902,270,731,1065,2331,605,9488,7509,16417,9049,4620,4368,3553,7541,3748,4620,5114,3959,8873,5296,4620
2012,104,272,4567,54,115,534,12,417,2449,12,1307,0,47,748,1850,1213,594,472,11,16045,7639,8406,117972,56405,61567,2047,4412,7555,2031,1161,2444,3379,655,886,1968,4176,1376,12491,11488,40775,19771,7829,5370,6030,19792,10290,7829,7125,5456,20976,9482,7829
2012,105,457,7686,55,450,6196,107,127,646,12,387,0,273,913,3171,2359,979,754,21,17883,8692,9191,132696,59725,72971,2686,3565,9363,2269,1423,2058,4256,955,1263,1507,5107,1314,7448,10401,36331,25957,11201,3240,5153,16904,12202,11201,4201,5247,19425,13755,11201
2012,106,190,4800,29,1446,1833,76,241,875,9,434,0,105,902,2065,1228,458,352,13,13250,6493,6757,87139,40913,46226,1967,3574,6359,1350,1306,1913,2732,542,661,1661,3627,808,9992,9778,31706,13175,5655,4168,4798,15189,6536,5655,5824,4974,16518,6651,5655
2012,107,228,4056,158,502,2076,75,193,862,66,576,0,92,754,1752,1237,360,321,17,13217,6673,6544,80964,38136,42828,991,1884,8168,2174,599,1035,3910,1129,391,849,4258,1046,6046,5031,17451,11851,6523,2523,2236,7807,5734,6523,3531,2794,9647,6101,6523
2012,108,260,3834,2,602,537,25,313,1909,33,673,0,4,458,1441,1170,593,414,18,11751,6226,5525,98667,48154,50513,1724,2691,4977,2358,1135,1765,2557,769,590,926,2420,1589,12034,9074,22756,12746,7995,5082,4591,11248,6974,7995,6953,4474,11515,5767,7995
2012,109,500,9147,35,2022,1967,55,495,3731,36,1291,0,85,1934,3626,2241,1067,776,32,22390,11893,10497,193237,90511,102726,2861,5501,10322,3706,1643,3140,5392,1718,1218,2361,4930,1988,20837,18612,53141,26590,14531,8709,8689,23934,13705,14531,12128,9931,29205,12882,14531
2012,110,253,8807,30,348,542,26,391,7459,24,261,0,39,1063,3793,2762,960,488,18,19520,10698,8822,125416,64709,60707,5110,5394,7134,1884,3278,3127,3285,1008,1832,2266,3848,876,25293,16965,34042,15468,7980,13328,8841,17935,7733,7980,11947,8121,16099,7730,7980
2012,111,288,3459,5,674,586,55,125,933,21,1336,0,22,728,1536,824,386,258,19,9206,3938,5268,88046,41431,46615,716,2056,4331,2103,289,1015,1798,836,427,1041,2533,1267,4776,4625,20012,13961,5860,2132,2277,8451,7285,5860,2638,2354,11557,6677,5860
2012,112,210,2492,97,163,611,37,136,808,20,914,0,110,398,958,720,378,325,13,5769,2918,2851,74840,33812,41028,488,1496,2395,1390,326,842,1164,586,162,654,1231,804,3130,2895,13790,9724,5771,1197,1240,5953,4848,5771,1941,1654,7847,4865,5771
2012,113,477,8195,64,227,7635,41,152,456,38,139,0,48,930,2759,2560,1123,1270,79,14522,7412,7110,90958,38135,52823,2469,4037,6807,1209,1518,2294,3232,368,951,1743,3575,841,6058,8631,27415,21543,7928,2710,4344,12898,8821,7928,3344,4285,14518,12723,7928
2012,114,452,7771,241,511,2889,83,302,2830,365,1420,0,64,1044,3047,2372,1166,797,30,22638,12589,10049,142365,72437,69928,4798,4063,7096,6681,3762,2452,3945,2430,1035,1611,3153,4250,15354,14126,31546,18634,9655,7469,8403,16005,9810,9655,7876,5734,15542,8824,9655
2012,115,304,7667,97,245,859,37,717,5746,23,308,0,133,853,3172,2432,982,584,40,14943,8562,6381,94987,48445,46542,3514,3987,5978,1464,2268,2364,3274,656,1246,1623,2704,808,14696,10436,28381,13233,5802,7159,6158,14755,6689,5802,7527,4287,13632,6542,5802
2012,120,1285,11032,51,147,7176,31,451,2591,44,1745,0,183,1642,4222,3443,1689,1307,51,10366,5307,5059,63058,29466,33592,1842,3174,4188,1163,1133,1828,1822,524,708,1346,2366,639,5025,5881,18441,11067,4420,2357,2673,8662,5438,4420,2660,3209,9785,5630,4420
2012,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10955,5388,5567,80848,37623,43225,1416,2428,5632,1479,745,1370,2664,609,671,1058,2968,870,4092,6679,28093,14352,5897,1775,3089,12878,7130,5897,2320,3598,15219,7209,5897
2012,122,721,5680,19,136,931,43,154,929,8,3960,0,259,1168,2558,1401,627,619,38,13797,7082,6715,102192,47232,54960,1059,3749,6815,2176,585,2033,3631,833,474,1715,3183,1343,4657,6810,33690,19110,7427,1952,3213,14641,10300,7427,2712,3598,19050,8809,7427
2012,123,185,1755,0,31,104,1,33,148,4,1619,0,0,299,990,379,155,108,4,8950,4776,4174,69763,34403,35360,526,2237,4244,1943,320,1320,2330,806,206,917,1914,1137,2140,3788,23021,14122,5459,1099,2196,11058,7455,5459,1048,1592,11962,6660,5459
