YEAR,PRECINCT,SQF_SEXF,SQF_SEXM,SQF_SEXZ,SQF_RACEASIAN,SQF_RACEBLACK,SQF_RACENATIVE,SQF_RACEHISPB,SQF_RACEHISPW,SQF_RACEUNK1,SQF_RACEWHITE,SQF_RACEUNK2,SQF_RACEOTHER,SQF_AGE0_17,SQF_AGE18_24,SQF_AGE25_34,SQF_AGE35_44,SQF_AGE45_64,SQF_AGE65_older
2007,47,633,6186,142,37,4823,11,379,1165,4,231,0,311,960,2611,1855,908,603,23
2007,48,184,3123,10,15,1620,3,277,1254,4,122,0,22,438,1200,830,466,310,71
2007,49,357,4364,29,89,2033,26,481,1400,5,617,0,99,1189,1828,950,441,311,31
2007,50,99,1652,15,15,515,6,252,720,7,224,0,27,229,699,454,218,159,7
2007,52,277,4573,161,59,1577,23,642,2072,4,209,0,425,864,1859,1131,683,385,87
2007,60,336,3919,122,73,1833,30,150,1022,11,1059,0,199,794,1392,974,755,405,56
2007,61,281,4125,66,118,1119,39,78,606,1,2338,0,173,1268,1864,695,355,255,34
2007,62,142,4015,4,89,206,12,67,548,19,3201,0,19,877,1539,912,557,247,29
2007,63,193,2959,115,31,2268,7,44,248,2,540,0,127,470,1485,812,317,179,4
2007,66,206,3004,26,352,433,30,230,1219,8,916,0,48,669,1126,769,402,256,14
2007,67,187,5066,8,12,4970,8,66,120,0,75,0,10,701,2275,1441,460,306,78
2007,68,183,2482,6,145,189,17,48,648,0,1615,0,9,476,1121,568,259,218,29
2007,69,238,4327,36,19,4099,3,51,262,0,130,0,37,864,1940,1055,430,300,11
2007,70,564,9377,16,235,7386,49,247,1172,6,825,0,37,1581,4068,2493,923,604,284
2007,71,192,4014,93,11,3812,3,72,199,0,81,0,121,610,1690,1133,475,384,6
2007,72,194,3323,108,200,353,8,237,2366,5,291,0,165,509,1195,1058,570,271,22
2007,73,2308,18916,536,59,18628,22,484,1569,14,306,0,678,4144,6929,5065,3064,2366,189
2007,75,2172,20306,1060,227,16195,50,1081,4167,23,545,0,1250,3286,7597,6272,3403,2426,550
2007,76,346,3700,14,43,1712,9,300,1233,5,635,0,123,507,976,858,930,745,44
2007,77,526,8092,481,24,7657,4,171,506,1,148,0,588,1117,2588,2365,1572,1367,86
2007,78,148,1891,65,23,989,8,102,555,14,313,0,100,344,554,466,412,312,15
2007,79,1818,16102,956,112,14554,34,545,1894,13,521,0,1203,1730,5068,4820,3603,3387,255
2007,81,483,7411,44,27,7047,9,173,499,2,100,0,81,1250,2635,2154,1014,832,49
2007,83,244,6523,83,30,2397,11,515,3115,0,294,0,488,939,2225,1925,1089,644,25
2007,84,310,2725,8,50,2046,6,89,478,4,343,0,27,415,778,708,592,488,61
2007,88,780,6885,246,53,6132,6,227,856,4,352,0,281,1085,2285,1979,1320,1114,128
2007,90,282,4986,150,46,1822,12,501,2335,1,431,0,270,744,1705,1379,889,666,34
2007,94,103,2160,1,56,480,6,130,705,0,887,0,0,273,619,667,404,294,6
2007,100,276,3088,0,33,2033,3,100,482,0,713,0,0,672,1166,727,417,369,13
2007,101,365,7948,71,23,6817,13,179,996,1,230,0,125,1687,3307,2002,832,532,21
2007,102,294,4116,18,932,925,25,244,1781,4,488,0,29,1132,1806,827,408,240,15
2007,103,775,9683,49,491,7775,74,252,1481,7,314,0,113,1303,3579,2865,1561,1125,72
2007,104,473,5928,11,139,566,37,430,3202,36,1996,0,6,1090,2357,1576,826,544,19
2007,105,458,6609,79,442,4735,125,233,984,4,476,0,147,853,2776,2038,862,546,71
2007,106,201,3902,21,1258,1399,49,122,785,8,424,0,79,810,1565,964,427,310,46
2007,107,391,4486,158,474,2107,171,144,1064,3,924,0,148,1000,1860,1168,512,415,79
2007,108,315,6787,5,748,754,37,550,3694,5,1310,0,9,1169,2429,1830,1019,636,23
2007,109,492,6804,109,1359,1036,53,368,2743,5,1486,0,355,1317,2720,1677,940,714,37
2007,110,404,7308,340,778,764,41,496,4877,6,674,0,416,1456,3354,1932,783,426,98
2007,111,242,3511,44,684,555,55,100,981,2,1266,0,154,940,1343,676,456,373,9
2007,112,135,2136,95,148,423,21,81,595,2,970,0,126,503,912,454,260,225,11
2007,113,524,6223,69,146,5924,19,82,337,0,182,0,126,612,2472,1854,1004,778,95
2007,114,988,8521,389,391,3780,108,345,2967,15,1801,0,491,1505,3222,2473,1508,1141,48
2007,115,174,5782,14,265,641,35,402,4301,3,302,0,21,743,2411,1775,661,360,20
2007,120,1219,9563,120,112,5290,30,437,2166,1,2628,0,238,1432,4224,2840,1380,978,39
2007,122,901,5699,184,107,984,29,165,857,17,4228,0,397,1809,2617,1146,695,477,34
2007,123,242,2807,0,30,173,6,27,182,56,2575,0,0,959,1319,369,226,163,13
