YEAR,PRECINCT,SQF_SEXF,SQF_SEXM,SQF_SEXZ,SQF_RACEASIAN,SQF_RACEBLACK,SQF_RACENATIVE,SQF_RACEHISPB,SQF_RACEHISPW,SQF_RACEUNK1,SQF_RACEWHITE,SQF_RACEUNK2,SQF_RACEOTHER,SQF_AGE0_17,SQF_AGE18_24,SQF_AGE25_34,SQF_AGE35_44,SQF_AGE45_64,SQF_AGE65_older
2005,60,343,4402,232,72,2249,12,320,965,0,1039,0,320,816,1886,1005,738,333,39
2005,61,346,4790,509,172,1202,9,97,575,0,3011,0,579,1530,1976,847,471,292,16
2005,62,248,3962,312,222,326,26,84,989,2,2523,1,349,1083,1552,901,435,365,54
2005,63,352,3918,41,62,2636,15,49,245,0,1241,0,63,922,1636,810,423,337,41
2005,66,209,4060,451,244,615,66,201,1657,0,1362,0,575,858,1965,1020,403,289,68
2005,67,360,6516,398,24,6284,8,127,260,0,82,0,489,763,2797,1736,752,509,22
2005,68,160,2371,171,114,256,15,66,645,0,1367,0,239,433,1103,646,282,162,34
2005,69,259,3992,303,20,3621,3,82,326,0,137,0,365,776,1819,972,511,277,17
2005,70,609,8712,825,108,7249,20,285,1156,9,437,0,882,1728,3745,2229,846,537,34
2005,71,158,3019,433,14,2882,3,47,179,2,46,0,437,500,1321,732,333,264,11
2005,72,210,3410,142,159,330,10,402,2272,0,447,0,142,578,1167,766,498,265,12
2005,73,827,9518,468,10,9273,5,182,664,0,101,0,578,2597,3579,2186,1444,938,62
2005,75,2736,26347,2159,616,19038,194,1605,6574,0,876,0,2339,4046,9713,7519,5087,3393,167
2005,76,406,3654,306,56,1715,3,246,1313,0,683,0,350,404,977,1017,1011,751,74
2005,77,1144,15685,595,64,14747,16,354,1171,0,347,0,725,1938,4896,4429,3278,2547,147
2005,78,169,2047,252,24,984,5,162,655,0,361,0,277,429,672,489,431,280,5
2005,79,1034,10803,973,47,9655,14,322,1330,0,209,0,1233,1531,3836,2793,2507,1671,128
2005,81,175,4286,69,15,3964,2,98,253,0,62,0,136,698,1707,1028,692,380,22
2005,83,213,4541,379,27,1685,5,340,2286,0,184,0,606,825,2039,1251,677,333,8
2005,84,222,1733,93,24,1299,7,79,346,6,172,0,115,312,489,444,420,286,25
2005,88,301,3755,20,27,3244,7,80,358,0,313,0,47,581,1102,896,799,652,43
2005,90,360,6378,41,67,1968,7,645,3351,0,660,0,81,1115,1901,1728,1173,720,132
2005,94,141,3299,192,62,760,5,177,997,0,1401,0,230,366,1149,950,648,477,12
2005,100,147,1643,8,18,1094,7,55,237,0,380,0,7,444,603,329,228,159,11
2005,101,463,7354,64,13,6680,10,117,799,0,111,0,151,1846,2959,1628,778,447,24
2005,102,335,5016,557,1161,1058,117,306,1825,0,659,0,782,1283,1959,987,485,240,21
2005,103,1157,12801,1276,712,8926,218,470,3134,15,340,0,1419,2335,4926,3574,2107,1316,61
2005,104,396,4063,604,85,438,10,329,2005,0,1500,0,696,1100,1890,950,469,272,21
2005,105,421,6496,913,267,5313,64,177,703,0,348,0,958,1177,3087,1621,835,563,57
2005,106,463,6172,107,2363,1918,205,196,1208,1,661,0,190,1235,2483,1413,813,570,38
2005,107,181,2081,228,268,924,67,83,521,4,290,0,333,696,866,408,204,138,10
2005,108,134,3138,237,313,282,44,172,1817,0,573,0,308,462,1161,742,408,263,14
2005,109,728,5250,209,1414,845,66,267,1873,3,1426,0,293,1049,2485,1333,765,476,27
2005,110,257,4881,260,259,564,27,362,3475,1,345,0,365,882,2252,1198,502,251,23
2005,111,214,1762,59,307,357,25,45,384,0,815,0,102,580,704,317,189,193,19
2005,112,168,2048,145,130,412,20,86,565,2,950,0,196,502,766,480,274,247,17
2005,113,339,3815,361,49,3645,8,71,235,0,71,0,436,449,1641,1028,597,360,29
2005,114,697,6160,312,206,3399,29,246,1814,0,1079,0,396,1114,2318,1622,989,593,29
2005,115,221,6408,598,137,801,25,542,4604,0,246,0,872,754,3024,1772,753,359,14
2005,120,508,4579,446,33,2825,7,151,1100,1,908,0,508,956,2127,1085,655,373,15
2005,122,369,2630,373,56,493,6,64,459,0,1854,0,440,976,1347,418,268,183,8
2005,123,129,1437,17,23,86,1,8,151,0,1293,0,21,334,672,295,170,90,10
