YEAR,PRECINCT,SQF_SEXF,SQF_SEXM,SQF_SEXZ,SQF_RACEASIAN,SQF_RACEBLACK,SQF_RACENATIVE,SQF_RACEHISPB,SQF_RACEHISPW,SQF_RACEUNK1,SQF_RACEWHITE,SQF_RACEUNK2,SQF_RACEOTHER,SQF_AGE0_17,SQF_AGE18_24,SQF_AGE25_34,SQF_AGE35_44,SQF_AGE45_64,SQF_AGE65_older,POP_AGE18_24,POP_AGE18_24_M,POP_AGE18_24_F,POP_25OVER,POP_25OVER_M,POP_25OVER_F,UNDERHS_AGE18to24,GRAD_AGE18to24,COLLEGE_AGE18to24,BACHELORS_AGE18to24,UNDERHS_AGE18to24_M,GRAD_AGE18to24_M,COLLEGE_AGE18to24_M,BACHELORS_AGE18to24_M,UNDERHS_AGE18to24_F,GRAD_AGE18to24_F,COLLEGE_AGE18to24_F,BACHELORS_AGE18to24_F,UNDER9th_25OVER,UNDERHS_25OVER,GRAD_25OVER,COLLEGE_25OVER,BACHELORS_25OVER,UNDER9th_25OVER_M,UNDERHS_25OVER_M,GRAD_25OVER_M,COLLEGE_25OVER_M,BACHELORS_25OVER_M,UNDER9th_25OVER_F,UNDERHS_25OVER_F,GRAD_25OVER_F,COLLEGE_25OVER_F,BACHELORS_25OVER_F
2022,1,12,108,0,2,61,0,6,27,0,18,0,0,7,9,38,33,28,1,5221,2187,3034,49136,23797,25339,119,1020,2158,1924,92,510,912,673,27,510,1246,1251,844,694,2902,2674,21648,198,149,1227,1260,10617,646,545,1675,1414,11031
2022,5,7,87,0,7,40,0,10,24,0,13,0,0,13,11,38,10,19,0,3951,1860,2091,29319,14355,14964,279,396,1674,1602,230,154,921,555,49,242,753,1047,4010,3716,3505,2622,10384,1816,1675,2054,1446,5141,2194,2041,1451,1176,5243
2022,6,15,106,0,1,62,1,10,17,0,29,0,0,3,16,29,34,32,2,5725,2708,3017,44319,21691,22628,12,1451,1570,2692,11,695,668,1334,1,756,902,1358,370,326,2044,3115,19874,162,231,1051,1384,10015,208,95,993,1731,9859
2022,7,7,99,0,1,56,0,10,28,0,11,0,0,15,15,31,26,11,1,3823,1954,1869,49010,23716,25294,481,632,1695,1015,179,363,974,438,302,269,721,577,8292,7174,9622,4777,11559,3092,4044,5302,1975,6201,5200,3130,4320,2802,5358
2022,9,11,132,0,6,70,0,11,29,0,25,0,0,5,26,33,41,26,1,13447,5162,8285,56585,28861,27724,340,3617,5603,3887,275,1278,2230,1379,65,2339,3373,2508,3907,3336,6600,5386,21372,1671,1382,3671,2998,10837,2236,1954,2929,2388,10535
2022,10,4,72,0,1,53,1,0,12,0,9,0,0,2,16,26,18,13,0,4342,1769,2573,44467,23719,20748,259,1017,1371,1695,163,295,586,725,96,722,785,970,1494,1947,3537,3845,17474,547,1169,2043,1889,9740,947,778,1494,1956,7734
2022,13,6,115,0,1,78,0,9,18,0,15,0,0,12,15,27,29,38,0,12372,5491,6881,82399,41415,40984,320,2092,4705,5255,239,786,1926,2540,81,1306,2779,2715,1214,1684,4348,6292,35242,717,996,2445,2964,17242,497,688,1903,3328,18000
2022,14,46,285,0,5,202,1,17,67,0,35,0,0,36,51,101,60,50,1,1948,923,1025,18635,8884,9751,165,391,627,765,142,128,223,430,23,263,404,335,614,730,1471,1680,7523,255,369,682,976,3391,359,361,789,704,4132
2022,17,5,43,0,1,23,0,5,8,0,10,0,0,2,5,15,6,16,3,4034,1432,2602,53793,24321,29472,57,595,840,2542,32,201,281,918,25,394,559,1624,736,644,2642,2956,21441,193,453,745,1083,9808,543,191,1897,1873,11633
2022,18,13,141,0,2,83,3,10,25,0,30,0,0,27,32,40,20,27,0,5505,2522,2983,65659,35029,30630,69,807,1621,3008,41,382,533,1566,28,425,1088,1442,830,1400,5599,4639,27053,248,754,2616,2743,15016,582,646,2983,1896,12037
2022,19,13,156,0,4,83,0,24,37,0,20,0,0,27,22,35,34,36,2,10140,3853,6287,159784,70884,88900,448,1485,2665,5542,268,681,587,2317,180,804,2078,3225,2005,2108,11429,10574,57256,843,988,4605,4715,23552,1162,1120,6824,5859,33704
2022,20,15,135,0,1,94,0,10,19,0,23,0,0,23,23,29,21,32,2,3944,1906,2038,75350,33853,41497,327,981,1427,1209,288,397,606,615,39,584,821,594,960,1178,3801,4740,28289,320,275,1981,2431,11856,640,903,1820,2309,16433
2022,22,2,26,0,1,13,0,0,6,0,6,0,0,5,6,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,23,16,211,0,1,143,0,27,50,0,7,0,0,41,55,53,30,27,2,7421,3484,3937,61463,26770,34693,819,1999,2943,1660,497,1003,1461,523,322,996,1482,1137,8066,5800,14681,8421,12127,3084,2921,6187,3123,5557,4982,2879,8494,5298,6570
2022,24,20,204,0,0,145,1,26,38,0,12,0,0,30,24,57,47,43,5,6454,2358,4096,85836,39637,46199,154,1081,1920,3299,76,375,742,1165,78,706,1178,2134,3944,3559,8393,8693,26049,1964,2047,4325,3882,11622,1980,1512,4068,4811,14427
2022,25,13,226,0,1,163,0,20,49,0,2,0,0,30,57,59,41,30,3,2827,1642,1185,24120,11813,12307,480,782,908,657,348,499,465,330,132,283,443,327,2940,3172,6921,3269,4066,1136,1823,3745,1440,2208,1804,1349,3176,1829,1858
2022,26,10,50,0,1,39,1,4,12,0,3,0,0,11,10,14,6,10,0,12932,5485,7447,30768,15583,15185,273,2970,7176,2513,185,1117,2897,1286,88,1853,4279,1227,1650,1585,3633,3376,7889,685,1114,1683,1687,3617,965,471,1950,1689,4272
2022,28,26,221,0,0,205,0,9,20,0,11,0,0,20,41,63,43,49,3,5434,2666,2768,48532,21781,26751,693,1521,2190,1030,438,898,910,420,255,623,1280,610,2539,3601,10748,6068,12916,1139,1586,5418,2551,5799,1400,2015,5330,3517,7117
2022,30,20,158,0,0,106,0,32,39,0,1,0,0,21,42,39,25,33,0,4721,2297,2424,49244,23958,25286,675,958,1690,1398,372,519,920,486,303,439,770,912,6117,4826,9625,8411,11294,2866,2174,4900,4146,6030,3251,2652,4725,4265,5264
2022,32,14,177,0,0,158,1,14,16,0,3,0,0,22,49,42,29,19,4,5652,2387,3265,54999,24400,30599,1443,895,2366,948,607,292,1223,265,836,603,1143,683,4797,4691,12804,9577,10774,2210,2591,6074,4266,4633,2587,2100,6730,5311,6141
2022,33,8,95,0,0,30,0,44,22,0,6,0,0,21,25,33,15,1,1,7691,3650,4041,60689,30718,29971,816,1319,3688,1868,500,897,1657,596,316,422,2031,1272,9533,5261,10312,8915,13730,3922,2920,5759,5303,6559,5611,2341,4553,3612,7171
2022,34,10,193,0,0,51,0,59,88,0,3,0,0,16,62,70,22,16,0,9673,5500,4173,90803,44100,46703,1087,1926,4752,1908,658,1267,2715,860,429,659,2037,1048,12220,8849,17692,12607,19327,5307,4814,9231,6508,9403,6913,4035,8461,6099,9924
2022,40,20,414,0,0,230,0,64,132,0,6,0,0,71,143,105,40,29,0,9804,5121,4683,61619,27511,34108,1982,2963,3708,1151,1266,2014,1669,172,716,949,2039,979,10097,11034,17863,9979,6237,4270,4755,9249,4328,2524,5827,6279,8614,5651,3713
2022,41,13,170,0,0,93,0,28,57,0,3,0,0,35,39,39,25,24,0,6858,3910,2948,37573,17289,20284,1531,2243,2488,596,797,1285,1492,336,734,958,996,260,6816,5294,10502,6410,3763,3132,2364,5139,3151,1361,3684,2930,5363,3259,2402
2022,42,27,291,0,1,203,0,44,64,0,4,0,0,40,98,80,28,27,1,9684,4591,5093,57391,24619,32772,2067,3325,3749,543,1062,1793,1617,119,1005,1532,2132,424,8390,10212,16532,9590,6003,3534,4252,8594,3954,1989,4856,5960,7938,5636,4014
2022,43,20,411,0,2,232,0,74,115,0,2,0,0,62,142,90,50,29,3,16458,8585,7873,106599,49182,57417,2836,5433,6509,1680,1743,3000,3245,597,1093,2433,3264,1083,14307,12216,30773,18352,14126,6758,5749,15749,8614,5894,7549,6467,15024,9738,8232
2022,44,19,354,0,1,200,0,60,104,0,5,0,0,45,118,99,29,30,0,16235,7926,8309,107987,48054,59933,3584,5362,6061,1228,1621,3091,2696,518,1963,2271,3365,710,17620,14916,32333,17346,11624,7503,6535,15087,8497,4931,10117,8381,17246,8849,6693
