YEAR,PRECINCT,SQF_SEXF,SQF_SEXM,SQF_SEXZ,SQF_RACEASIAN,SQF_RACEBLACK,SQF_RACENATIVE,SQF_RACEHISPB,SQF_RACEHISPW,SQF_RACEUNK1,SQF_RACEWHITE,SQF_RACEUNK2,SQF_RACEOTHER,SQF_AGE0_17,SQF_AGE18_24,SQF_AGE25_34,SQF_AGE35_44,SQF_AGE45_64,SQF_AGE65_older,POP_AGE18_24,POP_AGE18_24_M,POP_AGE18_24_F,POP_25OVER,POP_25OVER_M,POP_25OVER_F,UNDERHS_AGE18to24,GRAD_AGE18to24,COLLEGE_AGE18to24,BACHELORS_AGE18to24,UNDERHS_AGE18to24_M,GRAD_AGE18to24_M,COLLEGE_AGE18to24_M,BACHELORS_AGE18to24_M,UNDERHS_AGE18to24_F,GRAD_AGE18to24_F,COLLEGE_AGE18to24_F,BACHELORS_AGE18to24_F,UNDER9th_25OVER,UNDERHS_25OVER,GRAD_25OVER,COLLEGE_25OVER,BACHELORS_25OVER,UNDER9th_25OVER_M,UNDERHS_25OVER_M,GRAD_25OVER_M,COLLEGE_25OVER_M,BACHELORS_25OVER_M,UNDER9th_25OVER_F,UNDERHS_25OVER_F,GRAD_25OVER_F,COLLEGE_25OVER_F,BACHELORS_25OVER_F
2020,1,16,96,0,0,66,0,10,15,0,20,0,0,10,22,37,16,14,0,4520,1965,2555,47872,23077,24795,123,1003,1732,1662,53,497,722,693,70,506,1010,969,862,674,2407,2675,21067,358,364,939,895,3309,600,440,1304,1401,11039
2020,5,5,70,0,3,38,0,10,14,0,9,1,0,2,15,21,18,16,2,3716,1724,1992,30728,15604,15124,337,420,1447,1512,237,216,585,686,100,204,862,826,5135,3845,4023,2073,10455,1013,1144,1194,781,2291,3015,1845,1522,855,4976
2020,6,18,99,0,2,64,0,8,25,0,17,1,0,14,17,36,23,23,1,5238,2464,2774,45046,21729,23317,42,1057,1752,2387,35,528,858,1043,7,529,894,1344,222,370,1997,3084,19056,175,315,983,979,3067,151,128,810,1740,9235
2020,7,9,75,0,2,38,1,4,31,0,7,1,0,11,12,21,18,17,0,3850,1808,2042,47603,22690,24913,498,835,1679,838,193,436,814,365,305,399,865,473,9690,7382,9408,4331,9835,1594,1985,2431,1035,2404,6101,3291,4566,2337,4699
2020,9,11,109,0,1,45,1,9,40,0,22,1,0,12,19,32,27,23,0,12488,5173,7315,56565,28131,28434,505,2959,6074,2950,391,1044,2499,1239,114,1915,3575,1711,3863,3236,7134,4964,21969,1299,1191,2346,1581,4073,2210,1769,3436,2296,11142
2020,10,9,60,0,0,42,0,5,15,0,5,2,0,3,11,27,13,13,0,4506,2083,2423,43523,23146,20377,292,1005,1770,1439,178,408,863,634,114,597,907,805,1618,1454,3285,3619,16852,562,811,1343,1165,3298,1102,709,1220,1864,7673
2020,13,25,120,0,7,86,0,8,26,0,18,0,0,18,24,32,42,25,3,12780,5871,6909,83562,40207,43355,417,1652,4994,5717,337,733,1943,2858,80,919,3051,2859,1363,1749,5358,6175,35264,978,1079,2335,2033,5285,469,706,2480,3632,18550
2020,14,11,120,0,5,93,0,7,11,0,14,1,0,8,20,36,29,26,3,1489,635,854,17696,8924,8772,112,233,367,777,95,74,100,366,17,159,267,411,533,421,1380,1321,7379,294,359,629,630,1229,327,173,627,586,3710
2020,17,10,48,0,1,29,0,4,9,0,14,1,0,7,8,16,15,10,0,4989,2146,2843,52619,24728,27891,129,642,975,3243,15,270,348,1513,114,372,627,1730,972,655,2299,3584,20600,683,553,807,1437,3800,524,279,1538,2189,10466
2020,18,9,98,0,0,61,0,12,16,0,18,0,0,12,12,32,25,16,1,6097,2819,3278,62687,33094,29593,30,936,1539,3592,17,615,626,1561,13,321,913,2031,1016,1182,5491,4640,23706,500,894,1928,1946,5051,718,414,2930,2306,10275
2020,19,17,178,0,1,92,0,23,39,0,31,4,0,27,32,54,35,38,0,10586,3697,6889,160979,70003,90976,408,1274,2969,5935,180,505,987,2025,228,769,1982,3910,2215,1961,11394,11036,58527,1379,1597,3784,4294,9630,1371,1022,7078,6470,34777
2020,20,11,90,0,2,52,0,8,16,0,23,0,0,21,12,22,23,17,2,3693,1736,1957,74453,32030,42423,191,1004,1145,1353,153,307,479,797,38,697,666,556,1077,949,3451,5406,27359,529,520,1243,1929,3498,695,499,1999,2746,16808
2020,22,0,10,0,0,5,0,0,0,0,4,1,0,1,5,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,12,12,12,12,0,0,1,0,0
