GEO_ID,CENSUS_TRACT,BOROUGH,CITY,PRECINCT,POP_AGE18_24,POP_AGE18_24_M,POP_AGE18_24_F,POP_25OVER,POP_25OVER_M,POP_25OVER_F,UNDERHS_AGE18to24,UNDERHS_AGE18to24_M,UNDERHS_AGE18to24_F,UNDER9th_25OVER,UNDER9th_25OVER_M,UNDER9th_25OVER_F,UNDERHS_25OVER,UNDERHS_25OVER_M,UNDERHS_25OVER_F
1400000US36005034800,Census Tract 348,Bronx, New York,47,898,510,388,4216,1817,2399,246,140,88,1412,238,242,325,156,168
1400000US36005035600,Census Tract 356,Bronx, New York,47,224,145,79,1441,676,765,35,23,13,200,1,18,192,66,125
1400000US36005035800,Census Tract 358,Bronx, New York,47,793,396,397,5176,2221,2955,91,46,51,523,64,33,606,353,254
1400000US36005036400,Census Tract 364,Bronx, New York,47,358,113,245,1757,645,1112,102,32,160,200,81,113,248,130,118
1400000US36005036800,Census Tract 368,Bronx, New York,47,87,36,51,1227,429,798,12,5,17,0,19,30,94,42,52
1400000US36005037000,Census Tract 370,Bronx, New York,47,314,133,181,1770,789,981,43,18,35,166,81,63,242,115,128
1400000US36005037200,Census Tract 372,Bronx, New York,47,187,138,49,1679,788,891,102,75,26,1028,53,99,175,50,125
1400000US36005037400,Census Tract 374,Bronx, New York,47,359,130,229,1759,652,1107,165,60,100,830,160,126,183,34,149
1400000US36005037600,Census Tract 376,Bronx, New York,47,245,156,89,1556,656,900,21,13,12,0,87,107,182,122,60
1400000US36005037800,Census Tract 378,Bronx, New York,47,406,138,268,1633,622,1011,9,3,0,56,108,113,330,131,199
1400000US36005038000,Census Tract 380,Bronx, New York,47,269,143,126,2672,1039,1633,44,23,29,232,43,87,361,91,269
1400000US36005038200,Census Tract 382,Bronx, New York,47,231,137,94,1602,592,1010,96,57,51,375,39,107,266,55,211
1400000US36005038600,Census Tract 386,Bronx, New York,47,931,300,631,4436,1802,2634,327,105,333,1189,299,221,488,243,242
1400000US36005038800,Census Tract 388,Bronx, New York,47,292,144,148,1639,523,1116,50,25,9,454,22,64,185,98,88
1400000US36005039000,Census Tract 390,Bronx, New York,47,298,143,155,1758,767,991,74,35,73,79,42,0,264,52,211
1400000US36005039200,Census Tract 392,Bronx, New York,47,124,87,37,1177,524,653,34,24,14,0,75,37,189,42,147
1400000US36005039400,Census Tract 394,Bronx, New York,47,409,158,251,3015,1209,1806,94,36,54,721,204,206,359,169,191
1400000US36005039600,Census Tract 396,Bronx, New York,47,310,144,166,2115,896,1219,62,29,23,535,103,176,256,106,150
1400000US36005039800,Census Tract 398,Bronx, New York,47,317,118,199,2110,942,1168,42,16,71,0,121,160,120,88,33
1400000US36005040400,Census Tract 404,Bronx, New York,47,357,225,132,1827,750,1077,30,19,12,124,76,108,227,63,163
1400000US36005040600,Census Tract 406,Bronx, New York,47,421,243,178,2181,802,1379,105,61,59,294,93,125,277,92,186
1400000US36005040800,Census Tract 408,Bronx, New York,47,355,169,186,2306,1038,1268,55,26,0,683,156,131,360,171,189
1400000US36005041800,Census Tract 418,Bronx, New York,47,471,287,184,2498,1079,1419,58,35,14,490,99,219,230,101,129
1400000US36005042000,Census Tract 420,Bronx, New York,47,387,200,187,2263,976,1287,76,39,51,253,195,154,405,163,243
1400000US36005042200,Census Tract 422,Bronx, New York,47,202,40,162,2235,886,1349,30,6,0,413,132,70,224,145,80
1400000US36005042400,Census Tract 424,Bronx, New York,47,376,178,198,1892,909,983,60,28,37,257,89,34,235,123,112
1400000US36005042600,Census Tract 426,Bronx, New York,47,693,261,432,5244,2012,3232,123,46,53,1106,173,284,556,181,375
1400000US36005042800,Census Tract 428,Bronx, New York,47,177,80,97,1471,640,831,19,9,23,0,30,70,132,79,53
1400000US36005043000,Census Tract 430,Bronx, New York,47,310,175,135,2065,884,1181,70,40,31,458,104,168,190,115,74
1400000US36005043400,Census Tract 434,Bronx, New York,47,380,198,182,2509,1018,1491,82,43,52,344,91,183,344,172,171
1400000US36005043500,Census Tract 435,Bronx, New York,47,0,0,0,18,18,0,0,0,0,0,18,0,0,0,0
1400000US36005043600,Census Tract 436,Bronx, New York,47,251,107,144,1341,584,757,58,25,47,215,0,45,174,58,117
1400000US36005044200,Census Tract 442,Bronx, New York,47,424,155,269,2612,1117,1495,67,24,59,321,109,179,193,90,102
1400000US36005044400,Census Tract 444,Bronx, New York,47,398,224,174,2627,1052,1575,93,52,41,604,83,189,184,62,121
1400000US36005044800,Census Tract 448,Bronx, New York,47,176,76,100,1648,613,1035,34,15,45,0,7,47,69,37,33
1400000US36005044901,Census Tract 449.01,Bronx, New York,47,144,68,76,1370,594,776,4,2,0,73,23,8,105,39,67
1400000US36005044902,Census Tract 449.02,Bronx, New York,47,131,97,34,1484,651,833,23,17,5,349,47,127,50,13,38
1400000US36005045101,Census Tract 451.01,Bronx, New York,47,222,132,90,1107,498,609,56,33,18,356,4,7,9,9,0
1400000US36005045102,Census Tract 451.02,Bronx, New York,47,50,26,24,1365,808,557,0,0,0,0,36,12,22,10,12
1400000US36005045800,Census Tract 458,Bronx, New York,47,929,554,375,3299,964,2335,457,273,203,1382,148,418,732,350,383
1400000US36005046000,Census Tract 460,Bronx, New York,47,349,164,185,1704,729,975,64,30,33,322,76,92,196,104,92
1400000US36005046202,Census Tract 462.02,Bronx, New York,47,1123,257,866,4515,1860,2655,128,29,313,181,231,255,718,238,478
1400000US36005048400,Census Tract 484,Bronx, New York,47,380,176,204,2324,1047,1277,60,28,35,342,58,59,295,198,97
1400000US36005021800,Census Tract 218,Bronx, New York,48,440,199,241,3767,1759,2008,88,40,47,765,301,297,501,269,233
1400000US36005022000,Census Tract 220,Bronx, New York,48,315,178,137,672,295,377,124,70,39,358,107,65,79,9,70
1400000US36005024000,Census Tract 240,Bronx, New York,48,501,241,260,2323,1061,1262,158,76,116,446,106,138,546,281,264
1400000US36005033400,Census Tract 334,Bronx, New York,48,16,3,13,604,205,399,3,1,0,140,10,72,36,22,14
1400000US36005036100,Census Tract 361,Bronx, New York,48,800,354,446,3144,1100,2044,299,132,111,1487,163,511,692,195,497
1400000US36005036300,Census Tract 363,Bronx, New York,48,764,412,352,4535,2038,2497,219,118,120,1016,487,587,658,336,320
1400000US36005036501,Census Tract 365.01,Bronx, New York,48,485,286,199,2192,852,1340,150,88,47,903,271,189,460,88,373
1400000US36005036502,Census Tract 365.02,Bronx, New York,48,358,169,189,1245,557,688,90,42,31,408,98,103,339,138,201
1400000US36005036700,Census Tract 367,Bronx, New York,48,357,152,205,941,407,534,134,57,67,386,63,125,261,114,147
1400000US36005036901,Census Tract 369.01,Bronx, New York,48,267,151,116,1128,301,827,108,61,46,467,27,167,224,52,173
1400000US36005036902,Census Tract 369.02,Bronx, New York,48,213,132,81,1251,546,705,42,26,22,93,48,122,134,56,78
1400000US36005037100,Census Tract 371,Bronx, New York,48,445,139,306,2297,846,1451,107,33,125,374,266,234,319,63,255
1400000US36005037300,Census Tract 373,Bronx, New York,48,603,301,302,2412,991,1421,181,90,107,591,175,308,316,172,144
1400000US36005037504,Census Tract 375.04,Bronx, New York,48,482,237,245,2480,1032,1448,196,96,77,1225,276,358,568,289,278
1400000US36005037900,Census Tract 379,Bronx, New York,48,943,387,556,2131,863,1268,444,182,290,927,115,307,552,219,333
1400000US36005038500,Census Tract 385,Bronx, New York,48,653,306,347,2495,1262,1233,399,187,246,1307,262,301,546,184,363
1400000US36005038700,Census Tract 387,Bronx, New York,48,436,324,112,1723,935,788,123,91,25,768,211,194,252,144,108
1400000US36005038900,Census Tract 389,Bronx, New York,48,1094,521,573,2408,1137,1271,188,90,87,458,418,341,443,147,296
1400000US36005039100,Census Tract 391,Bronx, New York,48,918,498,420,3608,1671,1937,332,180,150,1324,444,482,704,341,362
1400000US36005039300,Census Tract 393,Bronx, New York,48,1045,507,538,4457,1799,2658,371,180,236,1235,473,635,981,342,638
1400000US36005039500,Census Tract 395,Bronx, New York,48,453,197,256,1890,868,1022,219,95,150,767,162,154,420,268,151
1400000US36005020000,Census Tract 200,Bronx, New York,49,406,188,218,3043,1454,1589,66,31,27,599,81,146,529,257,272
1400000US36005022401,Census Tract 224.01,Bronx, New York,49,264,87,177,1714,769,945,50,16,77,117,217,90,273,87,186
1400000US36005022403,Census Tract 224.03,Bronx, New York,49,299,171,128,2084,632,1452,118,68,57,684,110,155,246,46,200
1400000US36005022404,Census Tract 224.04,Bronx, New York,49,424,136,288,3002,1448,1554,55,18,0,573,98,225,228,88,138
1400000US36005022800,Census Tract 228,Bronx, New York,49,440,200,240,4249,1973,2276,35,16,20,319,276,496,510,223,289
1400000US36005023000,Census Tract 230,Bronx, New York,49,228,87,141,2058,895,1163,71,27,78,335,100,163,327,201,127
1400000US36005023200,Census Tract 232,Bronx, New York,49,246,114,132,1740,801,939,33,15,37,14,77,109,212,87,126
1400000US36005023600,Census Tract 236,Bronx, New York,49,214,94,120,1156,554,602,10,4,13,0,122,229,127,58,69
1400000US36005023800,Census Tract 238,Bronx, New York,49,283,189,94,1433,676,757,99,66,33,503,71,66,301,208,93
1400000US36005024400,Census Tract 244,Bronx, New York,49,196,86,110,1664,760,904,17,7,5,196,20,100,206,89,117
1400000US36005024600,Census Tract 246,Bronx, New York,49,255,36,219,1500,763,737,19,3,55,69,103,174,86,10,75
1400000US36005024800,Census Tract 248,Bronx, New York,49,205,96,109,2873,1312,1561,13,6,0,342,249,222,313,143,172
1400000US36005025000,Census Tract 250,Bronx, New York,49,306,184,122,1700,769,931,61,37,36,83,91,113,168,90,79
1400000US36005025200,Census Tract 252,Bronx, New York,49,264,200,64,1748,826,922,35,27,11,0,65,141,418,224,193
1400000US36005025400,Census Tract 254,Bronx, New York,49,66,46,20,1501,734,767,0,0,0,0,51,38,107,100,7
1400000US36005025600,Census Tract 256,Bronx, New York,49,93,39,54,1151,552,599,0,0,0,0,70,27,93,51,42
1400000US36005027600,Census Tract 276,Bronx, New York,49,0,0,0,17,10,7,0,0,0,0,4,0,0,0,0
1400000US36005028600,Census Tract 286,Bronx, New York,49,94,44,50,779,344,435,0,0,0,0,35,88,14,14,0
1400000US36005028800,Census Tract 288,Bronx, New York,49,166,79,87,2225,989,1236,11,5,0,280,144,171,65,47,19
1400000US36005029600,Census Tract 296,Bronx, New York,49,274,154,120,1710,760,950,56,31,44,0,125,69,51,51,0
1400000US36005031200,Census Tract 312,Bronx, New York,49,155,109,46,1287,642,645,15,11,3,252,108,75,85,48,37
1400000US36005031400,Census Tract 314,Bronx, New York,49,221,83,138,1672,823,849,18,7,0,217,72,144,155,69,86
1400000US36005031600,Census Tract 316,Bronx, New York,49,219,103,116,1472,703,769,12,6,0,152,101,76,54,25,30
1400000US36005031800,Census Tract 318,Bronx, New York,49,71,20,51,1643,824,819,20,6,51,0,79,106,135,88,46
1400000US36005032400,Census Tract 324,Bronx, New York,49,381,156,225,1881,678,1203,101,41,104,243,107,69,303,85,218
1400000US36005032600,Census Tract 326,Bronx, New York,49,382,159,223,2485,1218,1267,22,9,31,0,117,146,189,78,111
1400000US36005032800,Census Tract 328,Bronx, New York,49,491,231,260,2288,1015,1273,173,81,57,1073,71,190,247,144,102
1400000US36005033000,Census Tract 330,Bronx, New York,49,467,199,268,3657,1813,1844,91,39,28,954,149,302,468,292,175
1400000US36005033201,Census Tract 332.01,Bronx, New York,49,365,45,320,2630,1105,1525,33,4,121,132,69,95,505,298,206
1400000US36005033202,Census Tract 332.02,Bronx, New York,49,276,166,110,2178,862,1316,78,47,31,614,120,268,292,66,226
1400000US36005033600,Census Tract 336,Bronx, New York,49,650,344,306,4008,1816,2192,200,106,95,1218,439,272,649,272,377
1400000US36005033800,Census Tract 338,Bronx, New York,49,366,224,142,2338,1208,1130,95,58,30,790,134,120,248,100,148
1400000US36005034000,Census Tract 340,Bronx, New York,49,251,171,80,3087,1378,1709,8,5,0,309,128,115,367,214,154
1400000US36005034200,Census Tract 342,Bronx, New York,49,248,70,178,1080,525,555,62,18,158,0,102,103,63,41,22
1400000US36005035000,Census Tract 350,Bronx, New York,49,253,114,139,1119,507,612,72,32,56,209,11,31,88,9,79
1400000US36005036000,Census Tract 360,Bronx, New York,49,258,91,167,2439,1222,1217,3,1,0,44,72,119,246,122,124
1400000US36005026701,Census Tract 267.01,Bronx, New York,50,446,229,217,2181,838,1343,93,48,57,332,15,244,246,88,158
1400000US36005026702,Census Tract 267.02,Bronx, New York,50,940,554,386,3706,1705,2001,343,202,198,567,167,246,689,312,378
1400000US36005027300,Census Tract 273,Bronx, New York,50,931,409,522,5151,1982,3169,351,154,263,1432,256,605,737,279,456
1400000US36005027700,Census Tract 277,Bronx, New York,50,484,56,428,3527,1500,2027,107,12,222,642,342,470,459,152,306
1400000US36005027900,Census Tract 279,Bronx, New York,50,548,249,299,5217,2473,2744,115,52,120,261,260,307,574,349,225
1400000US36005028300,Census Tract 283,Bronx, New York,50,329,198,131,1938,795,1143,115,69,48,622,67,207,312,65,247
1400000US36005028500,Census Tract 285,Bronx, New York,50,376,255,121,2192,1088,1104,81,55,38,0,91,92,184,123,61
1400000US36005028700,Census Tract 287,Bronx, New York,50,257,149,108,2479,986,1493,37,21,19,253,120,99,169,70,99
1400000US36005028900,Census Tract 289,Bronx, New York,50,387,186,201,3281,1612,1669,55,26,35,374,280,269,436,264,172
1400000US36005029302,Census Tract 293.02,Bronx, New York,50,228,98,130,4236,1860,2376,24,10,32,0,56,64,216,126,88
1400000US36005029500,Census Tract 295,Bronx, New York,50,270,144,126,2991,1355,1636,1,1,1,0,41,46,60,26,34
1400000US36005029700,Census Tract 297,Bronx, New York,50,325,216,109,2581,1101,1480,0,0,0,0,19,90,93,43,50
1400000US36005030100,Census Tract 301,Bronx, New York,50,12,8,4,1216,511,705,1,1,0,304,50,97,77,28,49
1400000US36005030701,Census Tract 307.01,Bronx, New York,50,399,257,142,3734,1605,2129,12,8,4,105,47,106,37,26,11
1400000US36005031900,Census Tract 319,Bronx, New York,50,562,199,363,98,15,83,0,0,0,0,9,0,0,0,0
1400000US36005032300,Census Tract 323,Bronx, New York,50,152,37,115,3719,1663,2056,3,1,9,0,38,111,100,58,39
1400000US36005033500,Census Tract 335,Bronx, New York,50,456,230,226,1412,645,767,15,8,10,31,27,49,83,16,67
1400000US36005033700,Census Tract 337,Bronx, New York,50,251,107,144,1853,1016,837,13,6,17,0,45,8,39,5,33
1400000US36005034300,Census Tract 343,Bronx, New York,50,108,96,12,1244,703,541,33,29,4,0,32,42,98,65,33
1400000US36005034500,Census Tract 345,Bronx, New York,50,337,137,200,2624,1327,1297,0,0,0,0,62,29,144,98,45
1400000US36005035100,Census Tract 351,Bronx, New York,50,1125,614,511,1471,896,575,0,0,0,0,17,27,66,55,11
1400000US36005040900,Census Tract 409,Bronx, New York,50,332,130,202,2563,1136,1427,16,6,16,77,20,76,254,132,123
1400000US36005023900,Census Tract 239,Bronx, New York,52,746,340,406,4092,1588,2504,326,149,254,1138,497,596,827,322,506
1400000US36005025300,Census Tract 253,Bronx, New York,52,706,335,371,3554,1683,1871,129,61,90,458,234,284,601,274,327
1400000US36005025500,Census Tract 255,Bronx, New York,52,1059,408,651,4278,2159,2119,302,116,177,1253,404,483,595,279,314
1400000US36005026100,Census Tract 261,Bronx, New York,52,153,78,75,2440,1120,1320,25,13,0,813,71,55,285,169,116
1400000US36005026300,Census Tract 263,Bronx, New York,52,888,619,269,3699,1385,2314,253,176,86,755,334,472,607,265,340
1400000US36005026500,Census Tract 265,Bronx, New York,52,939,446,493,4243,1774,2469,279,132,190,921,367,506,488,197,294
1400000US36005026900,Census Tract 269,Bronx, New York,52,442,155,287,2089,930,1159,112,39,100,422,90,236,370,132,236
1400000US36005028100,Census Tract 281,Bronx, New York,52,307,175,132,3046,1285,1761,11,6,0,253,94,153,280,120,158
1400000US36005039700,Census Tract 397,Bronx, New York,52,2711,1312,1399,905,447,458,8,4,0,5,65,76,81,16,65
1400000US36005039901,Census Tract 399.01,Bronx, New York,52,754,403,351,3228,1660,1568,286,153,171,826,520,350,700,272,426
1400000US36005040100,Census Tract 401,Bronx, New York,52,549,154,395,2855,1178,1677,106,30,87,520,299,297,545,218,327
1400000US36005040302,Census Tract 403.02,Bronx, New York,52,386,149,237,2063,835,1228,140,54,49,949,114,291,322,147,176
1400000US36005040303,Census Tract 403.03,Bronx, New York,52,731,376,355,2285,1052,1233,270,139,135,818,76,129,363,190,173
1400000US36005040304,Census Tract 403.04,Bronx, New York,52,567,341,226,2038,1098,940,354,213,142,1262,223,150,267,148,119
1400000US36005040501,Census Tract 405.01,Bronx, New York,52,483,259,224,2182,979,1203,143,77,77,526,125,277,325,141,184
1400000US36005040502,Census Tract 405.02,Bronx, New York,52,816,320,496,2803,1249,1554,244,96,147,841,144,390,720,443,277
1400000US36005040701,Census Tract 407.01,Bronx, New York,52,536,308,228,2036,854,1182,151,87,87,295,162,296,316,105,210
1400000US36005040702,Census Tract 407.02,Bronx, New York,52,531,298,233,3723,1591,2132,106,60,36,961,218,279,491,111,379
1400000US36005041100,Census Tract 411,Bronx, New York,52,236,127,109,1697,817,880,51,27,27,295,138,126,154,91,63
1400000US36005041300,Census Tract 413,Bronx, New York,52,767,356,411,4981,2372,2609,287,133,188,1504,275,470,618,294,324
1400000US36005041500,Census Tract 415,Bronx, New York,52,749,417,332,3351,1583,1768,142,79,46,848,245,166,426,177,249
1400000US36005041900,Census Tract 419,Bronx, New York,52,676,370,306,3747,1766,1981,125,68,74,442,191,263,536,274,261
1400000US36005042100,Census Tract 421,Bronx, New York,52,626,298,328,3974,1869,2105,207,99,85,1574,396,352,441,142,299
1400000US36005042300,Census Tract 423,Bronx, New York,52,557,236,321,2486,1088,1398,157,67,65,845,132,266,169,124,46
1400000US36005042500,Census Tract 425,Bronx, New York,52,837,522,315,3892,1845,2047,216,135,109,432,199,309,487,212,274
1400000US36005042901,Census Tract 429.01,Bronx, New York,52,283,136,147,1806,768,1038,91,44,61,430,117,213,294,138,157
1400000US36005042902,Census Tract 429.02,Bronx, New York,52,356,165,191,2203,909,1294,126,58,83,623,123,258,414,175,239
1400000US36005043100,Census Tract 431,Bronx, New York,52,1149,598,551,6178,2666,3512,316,164,126,2008,605,499,643,200,443
1400000US36061030900,Census Tract 309,Manhattan, New York,52,850,375,475,5261,1855,3406,134,59,128,363,347,433,731,137,596
1400000US36047030000,Census Tract 300,Brooklyn, New York,60,122,48,74,2277,1174,1103,0,0,0,0,130,275,526,366,160
1400000US36047030200,Census Tract 302,Brooklyn, New York,60,310,161,149,2840,1510,1330,57,30,0,1088,384,315,520,279,242
1400000US36047030400,Census Tract 304,Brooklyn, New York,60,250,89,161,2958,1451,1507,37,13,67,0,199,276,541,292,250
1400000US36047030600,Census Tract 306,Brooklyn, New York,60,94,30,64,1495,743,752,38,12,9,794,150,176,164,90,74
1400000US36047030800,Census Tract 308,Brooklyn, New York,60,181,139,42,1340,638,702,6,5,2,0,123,98,129,70,59
1400000US36047032600,Census Tract 326,Brooklyn, New York,60,904,489,415,4196,1771,2425,272,147,139,1091,213,335,919,450,470
1400000US36047032800,Census Tract 328,Brooklyn, New York,60,442,189,253,2146,932,1214,126,54,66,652,113,211,569,241,328
1400000US36047033000,Census Tract 330,Brooklyn, New York,60,426,278,148,2882,1104,1778,167,109,41,1752,92,153,571,247,324
1400000US36047033600,Census Tract 336,Brooklyn, New York,60,244,126,118,3155,1546,1609,63,33,52,186,73,14,88,19,71
1400000US36047034000,Census Tract 340,Brooklyn, New York,60,136,77,59,1931,752,1179,64,36,20,1244,118,255,373,198,174
1400000US36047034200,Census Tract 342,Brooklyn, New York,60,597,400,197,3897,1388,2509,144,96,63,316,103,321,1091,364,730
1400000US36047034800,Census Tract 348,Brooklyn, New York,60,110,60,50,1530,901,629,13,7,11,0,183,82,304,202,103
1400000US36047035000,Census Tract 350,Brooklyn, New York,60,291,127,164,2463,1027,1436,12,5,8,91,44,72,135,68,67
1400000US36047035200,Census Tract 352,Brooklyn, New York,60,5,0,5,1145,418,727,5,0,0,1145,39,161,218,116,102
1400000US36047035400,Census Tract 354,Brooklyn, New York,60,205,77,128,4386,1930,2456,52,20,86,0,23,98,250,131,120
1400000US36047035601,Census Tract 356.01,Brooklyn, New York,60,114,0,114,2258,889,1369,0,0,0,0,0,30,41,21,21
1400000US36047035602,Census Tract 356.02,Brooklyn, New York,60,270,106,164,4388,1802,2586,14,6,22,0,70,176,316,114,202
1400000US36047036001,Census Tract 360.01,Brooklyn, New York,60,213,105,108,2549,1081,1468,7,3,0,166,85,78,145,45,100
1400000US36047036002,Census Tract 360.02,Brooklyn, New York,60,316,142,174,3015,1079,1936,10,5,0,172,74,128,63,28,35
1400000US36047036200,Census Tract 362,Brooklyn, New York,60,377,282,95,2205,1013,1192,48,36,16,0,119,203,313,177,137
1400000US36047036400,Census Tract 364,Brooklyn, New York,60,322,150,172,1456,712,744,49,23,55,9,64,80,67,23,44
1400000US36047036600,Census Tract 366,Brooklyn, New York,60,420,174,246,2841,1446,1395,115,48,108,452,226,144,247,124,121
1400000US36047037000,Census Tract 370,Brooklyn, New York,60,234,99,135,2861,1313,1548,23,10,0,486,75,63,232,152,79
1400000US36047037401,Census Tract 374.01,Brooklyn, New York,60,307,216,91,3276,1511,1765,60,42,17,721,141,99,95,53,41
1400000US36047037402,Census Tract 374.02,Brooklyn, New York,60,363,178,185,3305,1458,1847,0,0,0,0,125,164,317,141,175
1400000US36047038200,Census Tract 382,Brooklyn, New York,60,571,259,312,3687,1599,2088,203,92,100,1419,302,470,903,312,593
1400000US36047038600,Census Tract 386,Brooklyn, New York,60,179,35,144,2048,1067,981,0,0,0,0,122,185,289,165,124
1400000US36047061002,Census Tract 610.02,Brooklyn, New York,60,240,116,124,3203,1475,1728,0,0,0,0,7,36,102,52,52
1400000US36047061003,Census Tract 610.03,Brooklyn, New York,60,233,121,112,745,355,390,73,38,68,0,0,28,6,6,0
1400000US36047038800,Census Tract 388,Brooklyn, New York,61,402,204,198,2347,1236,1111,8,4,0,94,70,68,153,59,93
1400000US36047039000,Census Tract 390,Brooklyn, New York,61,173,106,67,1466,644,822,34,21,18,132,28,37,163,82,80
1400000US36047039200,Census Tract 392,Brooklyn, New York,61,113,59,54,1805,727,1078,21,11,0,702,93,124,72,30,42
1400000US36047039400,Census Tract 394,Brooklyn, New York,61,247,132,115,1605,791,814,30,16,0,419,68,66,96,78,18
1400000US36047039600,Census Tract 396,Brooklyn, New York,61,120,66,54,1146,577,569,25,14,0,531,43,40,92,28,64
1400000US36047039800,Census Tract 398,Brooklyn, New York,61,154,90,64,1732,783,949,16,9,11,0,113,189,189,49,140
1400000US36047040200,Census Tract 402,Brooklyn, New York,61,94,73,21,1895,1016,879,44,34,7,1895,118,199,354,194,161
1400000US36047041401,Census Tract 414.01,Brooklyn, New York,61,76,39,37,917,403,514,0,0,0,0,12,23,22,5,17
1400000US36047041402,Census Tract 414.02,Brooklyn, New York,61,166,60,106,1180,557,623,0,0,0,0,20,7,44,8,36
1400000US36047041600,Census Tract 416,Brooklyn, New York,61,244,155,89,1469,649,820,60,38,26,231,93,112,134,48,86
1400000US36047041800,Census Tract 418,Brooklyn, New York,61,168,58,110,1092,478,614,6,2,11,0,31,75,111,66,45
1400000US36047042000,Census Tract 420,Brooklyn, New York,61,250,138,112,1070,562,508,28,15,12,124,12,30,185,112,73
1400000US36047042200,Census Tract 422,Brooklyn, New York,61,184,77,107,2117,1055,1062,29,12,25,218,63,109,368,208,161
1400000US36047054600,Census Tract 546,Brooklyn, New York,61,446,241,205,3265,1569,1696,60,33,51,0,46,124,225,105,119
1400000US36047054800,Census Tract 548,Brooklyn, New York,61,249,132,117,1547,691,856,5,3,4,0,75,64,235,73,162
1400000US36047055000,Census Tract 550,Brooklyn, New York,61,279,136,143,2261,1028,1233,35,17,37,0,102,72,156,83,74
1400000US36047055200,Census Tract 552,Brooklyn, New York,61,352,211,141,2526,1183,1343,23,14,5,268,108,94,205,108,95
1400000US36047055400,Census Tract 554,Brooklyn, New York,61,435,246,189,2435,1144,1291,42,24,22,168,144,127,114,37,77
1400000US36047055600,Census Tract 556,Brooklyn, New York,61,377,267,110,2215,1100,1115,10,7,4,0,58,49,188,78,112
1400000US36047055800,Census Tract 558,Brooklyn, New York,61,192,115,77,1562,814,748,54,32,13,690,14,33,159,107,53
1400000US36047056000,Census Tract 560,Brooklyn, New York,61,262,102,160,2334,1163,1171,32,12,16,322,30,32,112,90,23
1400000US36047056200,Census Tract 562,Brooklyn, New York,61,191,103,88,1062,484,578,10,5,9,0,15,27,44,12,32
1400000US36047056400,Census Tract 564,Brooklyn, New York,61,36,24,12,1458,706,752,0,0,0,0,56,40,34,24,10
1400000US36047056600,Census Tract 566,Brooklyn, New York,61,342,282,60,1901,826,1075,31,26,3,570,88,34,95,34,61
1400000US36047056800,Census Tract 568,Brooklyn, New York,61,16,16,0,1139,500,639,0,0,0,0,0,28,51,29,22
1400000US36047057000,Census Tract 570,Brooklyn, New York,61,202,94,108,2525,1144,1381,0,0,0,0,149,152,174,59,115
1400000US36047057200,Census Tract 572,Brooklyn, New York,61,625,390,235,2858,950,1908,185,115,79,646,111,78,503,112,391
1400000US36047057400,Census Tract 574,Brooklyn, New York,61,365,141,224,1749,815,934,27,10,0,212,96,216,164,69,95
1400000US36047057600,Census Tract 576,Brooklyn, New York,61,381,181,200,2211,979,1232,41,20,45,0,143,159,332,96,235
1400000US36047057800,Census Tract 578,Brooklyn, New York,61,333,118,215,2184,1187,997,34,12,9,295,97,94,166,99,67
1400000US36047058000,Census Tract 580,Brooklyn, New York,61,249,124,125,2417,1036,1381,87,43,77,213,211,305,145,42,104
1400000US36047058200,Census Tract 582,Brooklyn, New York,61,184,81,103,1909,1051,858,16,7,10,149,180,91,200,133,66
1400000US36047058400,Census Tract 584,Brooklyn, New York,61,120,95,25,2650,1355,1295,8,6,2,0,186,171,183,80,104
1400000US36047058600,Census Tract 586,Brooklyn, New York,61,176,77,99,1627,765,862,10,4,0,164,172,143,242,117,125
1400000US36047058800,Census Tract 588,Brooklyn, New York,61,286,228,58,2302,991,1311,36,29,9,0,40,63,85,36,50
1400000US36047059000,Census Tract 590,Brooklyn, New York,61,131,22,109,1457,661,796,26,4,20,294,72,151,95,38,57
1400000US36047059200,Census Tract 592,Brooklyn, New York,61,303,173,130,3022,1450,1572,8,4,6,0,170,208,245,157,90
1400000US36047059401,Census Tract 594.01,Brooklyn, New York,61,483,203,280,5365,2478,2887,16,7,0,306,302,196,338,248,89
1400000US36047059402,Census Tract 594.02,Brooklyn, New York,61,388,224,164,3317,1537,1780,14,8,10,0,77,107,216,114,101
1400000US36047059600,Census Tract 596,Brooklyn, New York,61,96,80,16,1809,753,1056,0,0,0,0,5,40,96,32,64
1400000US36047059800,Census Tract 598,Brooklyn, New York,61,387,266,121,2212,910,1302,17,12,8,0,11,52,93,14,79
1400000US36047060000,Census Tract 600,Brooklyn, New York,61,345,118,227,4102,1882,2220,1,0,2,0,83,91,242,58,186
1400000US36047060600,Census Tract 606,Brooklyn, New York,61,212,145,67,1968,966,1002,0,0,0,0,53,60,102,40,63
1400000US36047060800,Census Tract 608,Brooklyn, New York,61,187,120,67,2226,1035,1191,0,0,0,0,77,10,82,12,71
1400000US36047061004,Census Tract 610.04,Brooklyn, New York,61,179,67,112,4197,1897,2300,0,0,0,0,135,161,264,138,127
1400000US36047061200,Census Tract 612,Brooklyn, New York,61,45,11,34,776,393,383,0,0,0,0,12,0,21,8,13
1400000US36047061600,Census Tract 616,Brooklyn, New York,61,117,79,38,1341,581,760,19,13,6,247,51,88,83,39,44
1400000US36047062000,Census Tract 620,Brooklyn, New York,61,65,25,40,1429,735,694,0,0,0,0,0,9,33,23,10
