GEO_ID,CENSUS_TRACT,BOROUGH,CITY,PRECINCT,POP_AGE18_24,POP_AGE18_24_M,POP_AGE18_24_F,POP_25OVER,POP_25OVER_M,POP_25OVER_F,UNDERHS_AGE18to24,UNDERHS_AGE18to24_M,UNDERHS_AGE18to24_F,UNDER9th_25OVER,UNDER9th_25OVER_M,UNDER9th_25OVER_F,UNDERHS_25OVER,UNDERHS_25OVER_M,UNDERHS_25OVER_F
1400000US36061012900,Census Tract 129,Manhattan, New York,18,666,302,364,4258,2763,1495,17,8,0,200,61,81,153,75,79
1400000US36061015200,Census Tract 152,Manhattan, New York,19,485,126,359,5633,2419,3214,50,13,31,614,143,270,338,94,244
1400000US36005019400,Census Tract 194,Bronx, New York,45,75,42,33,1205,586,619,0,0,0,0,29,50,192,64,128
1400000US36061000202,Census Tract 2.02,Manhattan, New York,7,506,148,358,6283,3115,3168,159,46,82,2193,583,741,898,526,371
1400000US36061028700,Census Tract 287,Manhattan, New York,115,424,196,228,2900,1213,1687,108,50,84,458,58,299,392,221,170
1400000US36005029301,Census Tract 293.01,Bronx, New York,50,35,11,24,1436,685,751,0,0,0,0,0,9,26,9,17
1400000US36005030900,Census Tract 309,Bronx, New York,50,58,41,17,2593,1051,1542,0,0,0,0,30,32,150,45,106
1400000US36061003900,Census Tract 39,Manhattan, New York,1,142,91,51,3670,1764,1906,0,0,0,0,0,27,121,46,74
1400000US36005041400,Census Tract 414,Bronx, New York,47,469,253,216,3189,1390,1799,148,80,102,415,70,171,424,229,194
1400000US36061006200,Census Tract 62,Manhattan, New York,13,1027,386,641,2650,1264,1386,24,9,40,0,16,15,95,76,19
1400000US36047062800,Census Tract 628,Brooklyn, New York,61,567,242,325,3460,1662,1798,16,7,0,170,18,22,235,150,86
1400000US36061008601,Census Tract 86.01,Manhattan, New York,17,301,32,269,1844,982,862,0,0,0,0,5,0,9,0,9
1400000US36061008602,Census Tract 86.02,Manhattan, New York,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US36047990100,Census Tract 9901,Brooklyn, New York,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US36081990100,Census Tract 9901,Queens, New York,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US36085990100,Census Tract 9901,Staten Island, New York,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US36061000100,Census Tract 1,Manhattan, New York,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US36061001300,Census Tract 13,Manhattan, New York,1,502,123,379,3035,1597,1438,0,0,0,0,0,0,36,35,0
1400000US36061002100,Census Tract 21,Manhattan, New York,1,343,105,238,3662,1930,1732,4,1,0,62,27,24,26,0,24
1400000US36061003100,Census Tract 31,Manhattan, New York,1,1462,638,824,1208,468,740,18,8,0,25,44,87,120,49,71
1400000US36061003300,Census Tract 33,Manhattan, New York,1,257,127,130,3550,1779,1771,6,3,0,163,0,0,0,0,0
1400000US36061003700,Census Tract 37,Manhattan, New York,1,378,64,314,1644,781,863,16,3,0,84,9,34,44,22,22
1400000US36061004700,Census Tract 47,Manhattan, New York,1,153,69,84,1948,1060,888,14,6,0,325,0,0,162,69,93
1400000US36061004900,Census Tract 49,Manhattan, New York,1,440,178,262,3770,1969,1801,0,0,0,0,33,43,45,32,13
1400000US36061006900,Census Tract 69,Manhattan, New York,1,621,164,457,1743,962,781,18,5,50,0,0,9,0,0,0
1400000US36061031703,Census Tract 317.03,Manhattan, New York,1,103,57,46,5651,2519,3132,0,0,0,0,13,69,34,35,0
1400000US36061031704,Census Tract 317.04,Manhattan, New York,1,186,87,99,4407,2146,2261,0,0,0,0,62,29,48,49,0
1400000US36061031900,Census Tract 319,Manhattan, New York,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US36061001501,Census Tract 15.01,Manhattan, New York,5,555,295,260,4049,1738,2311,25,13,0,389,116,312,275,43,231
1400000US36061001600,Census Tract 16,Manhattan, New York,5,582,308,274,6228,3220,3008,62,33,55,0,989,1245,853,580,274
1400000US36061002500,Census Tract 25,Manhattan, New York,5,600,331,269,3446,1328,2118,123,68,74,410,449,765,593,206,385
1400000US36061002700,Census Tract 27,Manhattan, New York,5,126,57,69,981,396,585,0,0,0,0,96,116,101,36,65
1400000US36061002900,Census Tract 29,Manhattan, New York,5,702,531,171,5242,3014,2228,164,124,51,121,760,820,640,482,158
1400000US36061003001,Census Tract 30.01,Manhattan, New York,5,498,205,293,3791,2075,1716,18,7,23,27,158,269,49,0,51
1400000US36061003601,Census Tract 36.01,Manhattan, New York,5,513,224,289,2157,1145,1012,69,30,59,173,79,231,170,82,89
1400000US36061004100,Census Tract 41,Manhattan, New York,5,1099,424,675,5506,2418,3088,0,0,0,0,786,1062,374,133,238
1400000US36061004300,Census Tract 43,Manhattan, New York,5,404,238,166,3769,2177,1592,35,21,6,592,172,174,139,37,103
1400000US36061004500,Census Tract 45,Manhattan, New York,5,32,2,30,726,375,351,0,0,0,0,28,0,0,0,0
1400000US36061005501,Census Tract 55.01,Manhattan, New York,6,366,243,123,3424,1731,1693,29,19,15,0,0,0,17,0,15
1400000US36061005700,Census Tract 57,Manhattan, New York,6,195,124,71,2115,1062,1053,0,0,0,0,0,11,2,3,0
1400000US36061005900,Census Tract 59,Manhattan, New York,6,1170,435,735,3948,1756,2192,11,4,10,28,14,15,28,5,22
1400000US36061006300,Census Tract 63,Manhattan, New York,6,334,104,230,5203,2537,2666,26,8,31,271,0,0,57,41,19
1400000US36061006500,Census Tract 65,Manhattan, New York,6,1913,599,1314,4681,2480,2201,0,0,0,0,2,55,47,25,22
1400000US36061006700,Census Tract 67,Manhattan, New York,6,511,148,363,4553,2041,2512,0,0,0,0,12,0,96,14,83
1400000US36061007100,Census Tract 71,Manhattan, New York,6,397,153,244,4654,2445,2209,10,4,0,191,93,46,14,12,0
1400000US36061007300,Census Tract 73,Manhattan, New York,6,232,35,197,5286,2691,2595,19,3,107,0,13,0,42,30,13
1400000US36061007500,Census Tract 75,Manhattan, New York,6,167,1,166,3826,2089,1737,1,0,166,0,0,36,42,42,2
1400000US36061007700,Census Tract 77,Manhattan, New York,6,212,47,165,5003,2370,2633,0,0,0,0,0,13,195,107,87
1400000US36061007900,Census Tract 79,Manhattan, New York,6,182,65,117,3810,1693,2117,0,0,0,0,12,0,38,22,19
1400000US36061000201,Census Tract 2.01,Manhattan, New York,7,386,175,211,1866,773,1093,149,68,94,627,164,453,369,172,198
1400000US36061000600,Census Tract 6,Manhattan, New York,7,1439,832,607,7844,3348,4496,190,110,80,1043,1182,1722,910,469,441
1400000US36061000800,Census Tract 8,Manhattan, New York,7,634,237,397,8706,3868,4838,48,18,35,592,1396,2056,1106,588,518
1400000US36061001001,Census Tract 10.01,Manhattan, New York,7,26,26,0,1183,573,610,0,0,0,0,57,13,67,56,12
1400000US36061001002,Census Tract 10.02,Manhattan, New York,7,562,232,330,4419,1899,2520,206,85,135,1485,408,708,977,384,595
1400000US36061001200,Census Tract 12,Manhattan, New York,7,124,61,63,3008,1434,1574,14,7,14,0,120,283,205,83,123
1400000US36061001401,Census Tract 14.01,Manhattan, New York,7,110,35,75,2632,1254,1378,0,0,0,0,34,127,82,29,52
1400000US36061001402,Census Tract 14.02,Manhattan, New York,7,288,141,147,2249,1090,1159,120,59,22,1514,222,242,268,152,116
1400000US36061001800,Census Tract 18,Manhattan, New York,7,892,494,398,5677,2926,2751,159,88,119,159,606,913,568,287,278
1400000US36061002201,Census Tract 22.01,Manhattan, New York,7,657,300,357,4845,2245,2600,99,45,83,392,496,528,426,233,192
1400000US36061002000,Census Tract 20,Manhattan, New York,9,567,252,315,3158,1180,1978,153,68,116,600,392,572,521,251,269
1400000US36061002202,Census Tract 22.02,Manhattan, New York,9,330,54,276,1651,957,694,21,3,15,107,50,68,121,73,48
1400000US36061002400,Census Tract 24,Manhattan, New York,9,690,370,320,3589,1579,2010,266,143,94,1762,376,482,693,335,360
1400000US36061002601,Census Tract 26.01,Manhattan, New York,9,484,249,235,2736,1335,1401,125,64,54,791,192,217,339,179,160
1400000US36061002602,Census Tract 26.02,Manhattan, New York,9,617,393,224,3120,1427,1693,55,35,24,168,186,245,175,3,173
1400000US36061002800,Census Tract 28,Manhattan, New York,9,704,432,272,5368,2800,2568,143,88,72,574,244,588,521,213,306
1400000US36061003002,Census Tract 30.02,Manhattan, New York,9,180,53,127,2480,1317,1163,8,2,19,0,68,120,124,36,87
1400000US36061003200,Census Tract 32,Manhattan, New York,9,972,483,489,6844,3296,3548,17,8,17,0,76,319,376,194,177
1400000US36061003400,Census Tract 34,Manhattan, New York,9,942,318,624,5232,2400,2832,66,22,130,0,65,150,94,14,79
1400000US36061003602,Census Tract 36.02,Manhattan, New York,9,247,75,172,2237,1520,717,17,5,39,0,53,80,217,138,77
1400000US36061003800,Census Tract 38,Manhattan, New York,9,1459,444,1015,6619,3478,3141,7,2,18,0,101,148,364,191,173
1400000US36061004000,Census Tract 40,Manhattan, New York,9,2712,1092,1620,5686,3044,2642,0,0,0,0,140,48,125,103,21
1400000US36061004200,Census Tract 42,Manhattan, New York,9,1664,299,1365,2317,1238,1079,8,1,10,12,0,0,46,45,2
1400000US36061005502,Census Tract 55.02,Manhattan, New York,9,163,60,103,1634,891,743,22,8,24,127,20,0,54,40,14
1400000US36061006100,Census Tract 61,Manhattan, New York,9,1728,710,1018,3327,1787,1540,0,0,0,0,13,0,0,0,0
1400000US36061008300,Census Tract 83,Manhattan, New York,10,494,238,256,2867,1474,1393,82,40,68,212,125,169,367,161,208
1400000US36061008900,Census Tract 89,Manhattan, New York,10,573,281,292,4865,2778,2087,12,6,13,0,61,46,78,50,27
1400000US36061009100,Census Tract 91,Manhattan, New York,10,718,252,466,5196,2803,2393,42,15,57,125,42,2,31,8,22
1400000US36061009300,Census Tract 93,Manhattan, New York,10,401,123,278,7767,3636,4131,70,22,0,1957,36,186,396,182,219
1400000US36061009900,Census Tract 99,Manhattan, New York,10,411,337,74,1977,1099,878,7,6,0,188,16,7,115,51,63
1400000US36061011700,Census Tract 117,Manhattan, New York,10,244,110,134,1542,898,644,0,0,0,0,0,0,46,0,47
1400000US36061004400,Census Tract 44,Manhattan, New York,13,2785,1088,1697,12867,5559,7308,14,5,0,116,22,292,373,245,124
1400000US36061004800,Census Tract 48,Manhattan, New York,13,850,279,571,5381,2649,2732,16,5,0,151,101,60,75,64,11
1400000US36061005000,Census Tract 50,Manhattan, New York,13,459,33,426,4750,2216,2534,13,1,0,147,9,25,48,22,25
1400000US36061005200,Census Tract 52,Manhattan, New York,13,1196,342,854,2402,1285,1117,26,8,0,72,0,0,22,22,0
1400000US36061005400,Census Tract 54,Manhattan, New York,13,274,87,187,3506,1810,1696,4,1,0,74,45,39,84,31,54
1400000US36061005600,Census Tract 56,Manhattan, New York,13,198,49,149,2280,1064,1216,29,7,0,445,11,0,50,15,36
1400000US36061005800,Census Tract 58,Manhattan, New York,13,314,81,233,2662,1239,1423,0,0,0,0,40,0,48,0,48
1400000US36061006000,Census Tract 60,Manhattan, New York,13,148,78,70,3713,1733,1980,0,0,0,0,0,0,56,16,42
1400000US36061006400,Census Tract 64,Manhattan, New York,13,620,234,386,6607,2813,3794,0,0,0,0,17,19,159,76,83
1400000US36061006600,Census Tract 66,Manhattan, New York,13,2540,1270,1270,8997,4332,4665,216,108,66,1062,117,341,351,182,173
1400000US36061006800,Census Tract 68,Manhattan, New York,13,1100,500,600,4533,2173,2360,0,0,0,0,33,14,63,46,17
1400000US36061007200,Census Tract 72,Manhattan, New York,13,1659,414,1245,6369,3024,3345,5,1,0,25,42,43,64,57,3
1400000US36061007400,Census Tract 74,Manhattan, New York,13,900,164,736,3248,1664,1584,14,3,0,62,0,0,23,22,0
1400000US36061007600,Census Tract 76,Manhattan, New York,13,511,235,276,1471,872,599,0,0,0,0,58,47,29,21,9
1400000US36061008100,Census Tract 81,Manhattan, New York,13,465,234,231,6833,4060,2773,64,32,63,0,37,150,55,57,3
1400000US36061008700,Census Tract 87,Manhattan, New York,13,387,137,250,5478,2996,2482,11,4,0,241,63,82,131,69,62
1400000US36061009500,Census Tract 95,Manhattan, New York,13,1458,328,1130,1464,732,732,7,2,0,10,0,22,12,4,8
1400000US36061008000,Census Tract 80,Manhattan, New York,14,357,33,324,4275,1979,2296,8,1,0,107,0,0,56,4,55
1400000US36061008400,Census Tract 84,Manhattan, New York,14,372,241,131,1127,717,410,16,10,9,0,9,0,0,0,0
1400000US36061009200,Census Tract 92,Manhattan, New York,14,136,35,101,1574,824,750,0,0,0,0,13,0,68,20,48
1400000US36061009700,Census Tract 97,Manhattan, New York,14,314,119,195,3955,1964,1991,51,19,84,0,22,189,233,141,94
1400000US36061010100,Census Tract 101,Manhattan, New York,14,107,81,26,639,385,254,0,0,0,0,5,0,48,21,27
1400000US36061010300,Census Tract 103,Manhattan, New York,14,318,169,149,1465,799,666,21,11,0,207,12,2,0,0,0
1400000US36061010900,Census Tract 109,Manhattan, New York,14,7,0,7,90,54,36,0,0,0,0,0,0,1,1,0
1400000US36061011100,Census Tract 111,Manhattan, New York,14,341,82,259,2404,1306,1098,0,0,0,0,52,96,101,57,43
1400000US36061011300,Census Tract 113,Manhattan, New York,14,120,24,96,116,41,75,3,1,12,0,8,0,21,17,4
1400000US36061011500,Census Tract 115,Manhattan, New York,14,391,160,231,1567,935,632,61,25,33,259,103,39,89,59,30
1400000US36061007000,Census Tract 70,Manhattan, New York,17,1338,491,847,7094,3696,3398,24,9,42,0,129,54,35,18,14
1400000US36061007800,Census Tract 78,Manhattan, New York,17,685,130,555,6612,3076,3536,0,0,0,0,31,57,53,18,35
1400000US36061008200,Census Tract 82,Manhattan, New York,17,232,109,123,3052,1259,1793,0,0,0,0,15,38,82,83,0
1400000US36061008603,Census Tract 86.03,Manhattan, New York,17,365,203,162,3812,1684,2128,13,7,10,0,0,19,0,0,0
1400000US36061008800,Census Tract 88,Manhattan, New York,17,568,169,399,5933,2703,3230,0,0,0,0,0,39,101,46,55
1400000US36061009000,Census Tract 90,Manhattan, New York,17,1078,537,541,5326,2456,2870,15,8,0,149,0,75,117,56,63
1400000US36061009800,Census Tract 98,Manhattan, New York,17,512,201,311,5604,2463,3141,9,4,14,0,7,47,56,34,25
1400000US36061010601,Census Tract 106.01,Manhattan, New York,17,149,57,92,6403,2774,3629,0,0,0,0,0,0,96,39,58
1400000US36061010800,Census Tract 108,Manhattan, New York,17,617,290,327,6965,3030,3935,0,0,0,0,0,0,14,15,0
1400000US36061011203,Census Tract 112.03,Manhattan, New York,17,246,13,233,811,384,427,0,0,0,0,8,0,0,0,0
1400000US36061009400,Census Tract 94,Manhattan, New York,18,0,0,0,27,18,9,0,0,0,0,10,0,0,0,0
1400000US36061009600,Census Tract 96,Manhattan, New York,18,4,4,0,149,94,55,0,0,0,0,0,1,0,0,0
1400000US36061010000,Census Tract 100,Manhattan, New York,18,29,10,19,1592,785,807,0,0,0,0,28,0,11,11,0
1400000US36061010200,Census Tract 102,Manhattan, New York,18,17,0,17,158,81,77,10,0,0,93,0,0,2,2,0
1400000US36061010400,Census Tract 104,Manhattan, New York,18,77,42,35,949,448,501,0,0,0,0,2,0,13,0,13
1400000US36061011201,Census Tract 112.01,Manhattan, New York,18,28,0,28,751,402,349,0,0,0,0,0,10,8,0,8
1400000US36061011202,Census Tract 112.02,Manhattan, New York,18,0,0,0,274,122,152,0,0,0,0,0,0,10,0,10
1400000US36061011900,Census Tract 119,Manhattan, New York,18,23,23,0,1083,698,385,0,0,0,0,114,7,84,61,24
1400000US36061012100,Census Tract 121,Manhattan, New York,18,698,448,250,7706,4096,3610,46,30,26,0,180,245,277,172,105
1400000US36061012500,Census Tract 125,Manhattan, New York,18,152,60,92,2071,1229,842,24,9,37,0,12,15,27,14,13
1400000US36061012700,Census Tract 127,Manhattan, New York,18,841,354,487,5708,3021,2687,87,36,120,0,169,148,280,85,196
1400000US36061013100,Census Tract 131,Manhattan, New York,18,192,114,78,2287,1159,1128,0,0,0,0,74,58,80,25,56
1400000US36061013300,Census Tract 133,Manhattan, New York,18,796,317,479,5052,2719,2333,123,49,171,106,106,196,308,133,175
1400000US36061013500,Census Tract 135,Manhattan, New York,18,658,213,445,4119,2031,2088,85,27,65,498,122,311,325,256,71
1400000US36061013700,Census Tract 137,Manhattan, New York,18,101,76,25,6097,2923,3174,0,0,0,0,15,0,61,0,57
1400000US36061013900,Census Tract 139,Manhattan, New York,18,688,229,459,7374,3441,3933,0,0,0,0,89,169,66,14,51
1400000US36047009400,Census Tract 94,Brooklyn, New York,19,548,269,279,3331,1614,1717,110,54,50,739,436,491,536,297,239
1400000US36061010602,Census Tract 106.02,Manhattan, New York,19,464,160,304,3725,1682,2043,0,0,0,0,50,16,108,0,106
1400000US36061011000,Census Tract 110,Manhattan, New York,19,414,129,285,6024,2659,3365,0,0,0,0,16,13,120,72,50
1400000US36061011401,Census Tract 114.01,Manhattan, New York,19,64,38,26,1093,539,554,0,0,0,0,12,0,0,0,0
1400000US36061011402,Census Tract 114.02,Manhattan, New York,19,57,21,36,2141,954,1187,0,0,0,0,0,0,24,23,0
1400000US36061011600,Census Tract 116,Manhattan, New York,19,466,214,252,2954,1375,1579,19,9,22,0,0,14,106,23,81
1400000US36061011800,Census Tract 118,Manhattan, New York,19,539,287,252,7619,3607,4012,19,10,0,571,7,16,84,87,0
1400000US36061012000,Census Tract 120,Manhattan, New York,19,101,78,23,3267,1250,2017,7,5,0,993,0,40,56,0,54
1400000US36061012200,Census Tract 122,Manhattan, New York,19,56,40,16,2450,1045,1405,0,0,0,0,0,18,25,11,13
1400000US36061012400,Census Tract 124,Manhattan, New York,19,622,213,409,7847,3350,4497,9,3,17,0,0,99,110,3,103
1400000US36061012600,Census Tract 126,Manhattan, New York,19,630,279,351,9838,3723,6115,7,3,0,197,26,43,79,48,31
1400000US36061012800,Census Tract 128,Manhattan, New York,19,215,106,109,4942,2200,2742,37,18,19,860,7,5,114,29,85
1400000US36061013000,Census Tract 130,Manhattan, New York,19,118,103,15,3251,1432,1819,32,28,5,0,0,67,23,9,15
1400000US36061013200,Census Tract 132,Manhattan, New York,19,900,387,513,7442,2915,4527,12,5,0,171,15,91,52,0,54
1400000US36061013400,Census Tract 134,Manhattan, New York,19,631,209,422,9043,3911,5132,3,1,0,63,16,15,226,70,154
1400000US36061013600,Census Tract 136,Manhattan, New York,19,853,237,616,12194,4939,7255,11,3,0,219,64,36,122,54,65
1400000US36061013800,Census Tract 138,Manhattan, New York,19,1192,319,873,10666,4613,6053,4,1,8,0,83,157,181,97,85
1400000US36061014000,Census Tract 140,Manhattan, New York,19,317,34,283,6292,2796,3496,18,2,0,403,0,42,63,45,14
1400000US36061014200,Census Tract 142,Manhattan, New York,19,209,165,44,3389,1451,1938,7,5,0,539,0,17,20,0,21
1400000US36061014401,Census Tract 144.01,Manhattan, New York,19,178,96,82,3868,1739,2129,13,7,0,615,0,0,15,0,15
1400000US36061014402,Census Tract 144.02,Manhattan, New York,19,524,162,362,5384,2429,2955,0,0,0,0,0,50,48,17,27
1400000US36061014601,Census Tract 146.01,Manhattan, New York,19,226,108,118,3077,1474,1603,6,3,2,105,46,14,37,32,6
1400000US36061014602,Census Tract 146.02,Manhattan, New York,19,767,266,501,6718,3044,3674,0,0,0,0,6,37,94,73,22
1400000US36061014801,Census Tract 148.01,Manhattan, New York,19,28,0,28,2144,988,1156,0,0,0,0,16,0,9,9,0
1400000US36061014802,Census Tract 148.02,Manhattan, New York,19,251,69,182,5285,2536,2749,0,0,0,0,28,47,63,63,0
1400000US36061015001,Census Tract 150.01,Manhattan, New York,19,98,64,34,1807,879,928,0,0,0,0,0,0,7,7,0
1400000US36061015002,Census Tract 150.02,Manhattan, New York,19,299,57,242,4376,2004,2372,20,4,8,324,0,0,18,16,0
1400000US36061015400,Census Tract 154,Manhattan, New York,19,858,374,484,10561,4836,5725,101,44,49,1373,387,395,275,92,177
1400000US36061015601,Census Tract 156.01,Manhattan, New York,19,588,200,388,4365,1724,2641,13,4,0,148,3,5,74,21,53
1400000US36061015801,Census Tract 158.01,Manhattan, New York,19,341,141,200,3814,1560,2254,21,9,0,400,0,11,46,14,32
1400000US36061016001,Census Tract 160.01,Manhattan, New York,19,149,84,65,2617,1153,1464,23,13,18,0,0,0,50,2,48
1400000US36061014500,Census Tract 145,Manhattan, New York,20,1041,360,681,4237,2383,1854,10,4,0,64,0,0,8,0,9
1400000US36061014700,Census Tract 147,Manhattan, New York,20,79,7,72,1737,847,890,0,0,0,0,116,0,7,0,7
1400000US36061014900,Census Tract 149,Manhattan, New York,20,408,220,188,4217,1781,2436,7,4,6,0,0,0,72,37,34
1400000US36061015100,Census Tract 151,Manhattan, New York,20,671,419,252,5639,2123,3516,72,45,30,491,59,299,643,225,418
1400000US36061015300,Census Tract 153,Manhattan, New York,20,250,96,154,7674,3591,4083,1,0,2,0,72,65,61,22,41
1400000US36061015500,Census Tract 155,Manhattan, New York,20,190,75,115,8193,3439,4754,0,0,0,0,0,43,90,28,62
1400000US36061015700,Census Tract 157,Manhattan, New York,20,607,373,234,8416,4384,4032,0,0,0,0,61,97,109,101,12
1400000US36061015900,Census Tract 159,Manhattan, New York,20,499,391,108,7293,3406,3887,2,2,1,0,0,16,73,61,12
1400000US36061016100,Census Tract 161,Manhattan, New York,20,288,162,126,5361,2462,2899,0,0,0,0,20,35,16,0,14
1400000US36061016300,Census Tract 163,Manhattan, New York,20,284,196,88,5582,2553,3029,17,12,8,0,79,27,17,0,18
1400000US36061016500,Census Tract 165,Manhattan, New York,20,275,123,152,5823,3080,2743,0,0,0,0,0,16,29,28,0
1400000US36061016700,Census Tract 167,Manhattan, New York,20,453,196,257,4957,2357,2600,22,10,0,426,33,26,40,24,18
1400000US36061016900,Census Tract 169,Manhattan, New York,20,381,238,143,6702,3004,3698,31,19,19,0,75,15,141,45,96
1400000US36061017100,Census Tract 171,Manhattan, New York,20,369,141,228,7871,3736,4135,0,0,0,0,45,116,205,78,128
1400000US36061014300,Census Tract 143,Manhattan, New York,22,0,0,0,14,13,1,0,0,0,0,0,0,1,0,1
1400000US36061015602,Census Tract 156.02,Manhattan, New York,23,257,190,67,1695,842,853,156,115,42,936,52,158,219,174,45
1400000US36061015802,Census Tract 158.02,Manhattan, New York,23,449,143,306,2536,1216,1320,9,3,0,74,21,30,53,19,32
1400000US36061016002,Census Tract 160.02,Manhattan, New York,23,1035,514,521,2145,1103,1042,10,5,10,0,17,43,127,50,76
1400000US36061016200,Census Tract 162,Manhattan, New York,23,1051,607,444,6181,2444,3737,238,137,71,1947,281,460,983,494,490
1400000US36061016400,Census Tract 164,Manhattan, New York,23,747,345,402,4254,1873,2381,317,146,241,1166,191,464,719,375,343
1400000US36061016600,Census Tract 166,Manhattan, New York,23,934,378,556,5252,2586,2666,123,50,82,635,465,357,856,398,459
1400000US36061016800,Census Tract 168,Manhattan, New York,23,423,307,116,3369,1231,2138,132,96,41,697,231,321,647,174,475
1400000US36061017000,Census Tract 170,Manhattan, New York,23,881,757,124,5992,2555,3437,270,232,36,2463,314,436,689,360,330
1400000US36061017200,Census Tract 172,Manhattan, New York,23,832,529,303,3657,2012,1645,235,149,101,713,300,456,490,264,225
1400000US36061017401,Census Tract 174.01,Manhattan, New York,23,526,276,250,3189,1362,1827,291,153,204,842,94,238,574,191,385
1400000US36061017402,Census Tract 174.02,Manhattan, New York,23,393,161,232,1672,854,818,49,20,52,94,48,104,336,209,127
1400000US36061017800,Census Tract 178,Manhattan, New York,23,414,202,212,3293,1411,1882,43,21,3,622,262,245,514,159,354
1400000US36061018000,Census Tract 180,Manhattan, New York,23,1108,609,499,4265,1618,2647,565,311,328,1412,257,490,729,223,508
1400000US36061018200,Census Tract 182,Manhattan, New York,23,672,255,417,4212,1888,2324,260,99,289,838,395,493,897,415,481
1400000US36061018400,Census Tract 184,Manhattan, New York,23,1009,617,392,5343,2340,3003,438,268,191,1881,573,508,705,276,432
1400000US36061017300,Census Tract 173,Manhattan, New York,24,581,179,402,7122,3108,4014,56,17,65,477,137,153,157,47,112
1400000US36061017500,Census Tract 175,Manhattan, New York,24,511,191,320,8450,3788,4662,18,7,30,0,170,205,220,38,186
1400000US36061017700,Census Tract 177,Manhattan, New York,24,594,218,376,6644,2751,3893,143,53,91,1588,162,280,419,223,195
1400000US36061017900,Census Tract 179,Manhattan, New York,24,419,205,214,6990,3444,3546,42,21,33,329,103,113,140,55,85
1400000US36061018100,Census Tract 181,Manhattan, New York,24,779,219,560,7323,2999,4324,0,0,0,0,42,35,286,93,190
1400000US36061018300,Census Tract 183,Manhattan, New York,24,701,259,442,6989,3172,3817,9,3,0,140,44,130,189,63,126
1400000US36061018500,Census Tract 185,Manhattan, New York,24,114,24,90,3607,1770,1837,19,4,0,761,0,31,79,34,44
1400000US36061018700,Census Tract 187,Manhattan, New York,24,579,254,325,7011,3696,3315,63,28,81,0,74,103,266,225,36
1400000US36061018900,Census Tract 189,Manhattan, New York,24,1014,360,654,8414,3175,5239,115,41,42,1186,311,608,1144,403,739
1400000US36061019100,Census Tract 191,Manhattan, New York,24,631,239,392,7296,3052,4244,66,25,0,1226,24,263,175,12,161
1400000US36061019300,Census Tract 193,Manhattan, New York,24,1551,813,738,6047,2627,3420,437,229,266,1179,221,479,417,179,239
1400000US36061019500,Census Tract 195,Manhattan, New York,24,1003,517,486,5821,2889,2932,0,0,0,0,130,147,256,220,32
1400000US36061018800,Census Tract 188,Manhattan, New York,25,837,417,420,4076,2104,1972,377,188,202,1708,438,550,832,553,278
1400000US36061019200,Census Tract 192,Manhattan, New York,25,597,301,296,2146,788,1358,164,83,105,414,205,219,496,195,300
1400000US36061019400,Census Tract 194,Manhattan, New York,25,1211,688,523,3468,1518,1950,206,117,109,416,366,365,739,263,476
1400000US36061019600,Census Tract 196,Manhattan, New York,25,455,180,275,2474,962,1512,158,62,101,829,267,423,408,201,207
1400000US36061019800,Census Tract 198,Manhattan, New York,25,81,8,73,1521,621,900,0,0,0,0,16,86,113,33,79
1400000US36061020600,Census Tract 206,Manhattan, New York,25,266,91,175,2008,1127,881,104,36,90,655,88,92,474,334,140
1400000US36061024000,Census Tract 240,Manhattan, New York,25,87,79,8,1277,982,295,48,44,4,1277,150,45,319,217,102
1400000US36061024200,Census Tract 242,Manhattan, New York,25,345,107,238,1989,944,1045,127,39,122,603,107,56,495,347,148
1400000US36061019701,Census Tract 197.01,Manhattan, New York,26,46,8,38,359,153,206,2,0,10,0,0,12,3,3,0
1400000US36061019900,Census Tract 199,Manhattan, New York,26,2995,1001,1994,5996,2527,3469,3,1,6,0,106,219,114,33,76
1400000US36061020101,Census Tract 201.01,Manhattan, New York,26,1549,735,814,641,288,353,0,0,0,0,0,32,16,0,16
1400000US36061020300,Census Tract 203,Manhattan, New York,26,2704,1069,1635,941,422,519,3,1,0,2,0,23,21,21,0
1400000US36061020500,Census Tract 205,Manhattan, New York,26,2218,455,1763,2231,1122,1109,40,8,0,51,8,0,33,25,8
1400000US36061020701,Census Tract 207.01,Manhattan, New York,26,567,240,327,2225,1138,1087,0,0,0,0,15,13,49,33,16
1400000US36061020901,Census Tract 209.01,Manhattan, New York,26,433,186,247,2654,1278,1376,165,71,109,892,127,268,403,170,234
1400000US36061021100,Census Tract 211,Manhattan, New York,26,871,490,381,7232,2669,4563,102,57,69,268,160,287,391,104,287
1400000US36061021303,Census Tract 213.03,Manhattan, New York,26,439,224,215,3894,2095,1799,136,69,75,1051,362,248,378,251,126
1400000US36061021703,Census Tract 217.03,Manhattan, New York,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US36061022700,Census Tract 227,Manhattan, New York,26,735,253,482,3812,1650,2162,112,38,148,271,69,80,377,101,277
