YEAR,PRECINCT,SQF_SEXF,SQF_SEXM,SQF_SEXZ,SQF_RACEASIAN,SQF_RACEBLACK,SQF_RACENATIVE,SQF_RACEHISPB,SQF_RACEHISPW,SQF_RACEUNK1,SQF_RACEWHITE,SQF_RACEUNK2,SQF_RACEOTHER,SQF_AGE0_17,SQF_AGE18_24,SQF_AGE25_34,SQF_AGE35_44,SQF_AGE45_64,SQF_AGE65_older
2004,63,209,2460,85,30,1643,2,66,209,0,722,0,82,646,1127,486,222,173,19
2004,66,112,2121,262,140,269,35,58,804,0,904,0,285,385,1103,488,215,122,4
2004,67,341,6415,714,24,6143,11,117,252,3,62,3,858,843,2839,1707,800,528,25
2004,68,90,931,115,47,99,7,25,245,0,598,0,115,208,374,229,125,59,6
2004,69,123,1932,144,12,1734,2,27,137,1,121,1,165,445,832,402,218,119,9
2004,70,379,4190,386,60,3548,12,129,525,0,229,0,452,833,2042,1052,411,200,17
2004,71,152,3025,387,4,2882,2,48,155,0,44,0,429,529,1361,765,389,232,18
2004,72,134,2026,222,89,202,9,156,1374,0,223,0,329,320,907,526,243,149,9
2004,73,1261,13369,903,16,12543,6,361,1351,0,129,0,1127,2791,5128,3106,2205,1393,201
2004,75,2500,22556,2022,401,16465,119,1231,5477,2,974,2,2409,3141,8431,6116,4821,2893,386
2004,76,145,1860,30,16,942,2,106,626,0,306,0,37,213,525,445,508,285,6
2004,77,693,8303,666,25,7890,4,198,623,0,152,0,770,906,3089,2369,1763,1178,69
2004,78,90,1363,111,22,575,2,94,500,0,233,0,138,246,435,322,289,202,6
2004,79,663,6923,723,19,6226,4,192,897,0,115,0,856,964,2655,1858,1403,736,342
2004,81,312,7713,553,9,7069,0,131,473,2,49,2,845,1292,3279,1864,1188,564,188
2004,83,224,4218,581,12,1413,3,273,2262,0,268,0,792,653,1765,1211,729,355,164
2004,84,114,1554,83,33,1072,0,65,304,0,172,0,105,200,479,373,324,185,104
2004,88,473,4590,158,18,4083,5,141,616,0,172,0,186,758,1631,1231,807,476,170
2004,90,498,6003,1145,45,1996,14,631,3180,0,482,0,1298,869,2453,1901,1283,729,146
2004,94,45,1401,69,18,325,2,70,463,0,525,0,112,170,480,419,269,140,1
2004,100,239,1830,9,32,1119,2,51,304,0,554,0,16,446,705,358,313,173,22
2004,101,339,5064,100,28,4332,6,121,772,0,125,0,119,1143,2148,1131,577,279,16
2004,102,181,3173,393,605,623,93,193,1281,0,464,0,488,792,1383,626,341,157,10
2004,103,1171,15655,2121,743,10631,202,597,3863,1,544,1,2366,2318,6700,4348,2746,1572,112
2004,104,273,3466,497,66,404,10,381,1612,0,1189,0,574,887,1699,769,380,203,9
2004,105,242,3185,322,174,2546,33,64,322,0,240,0,370,526,1607,742,392,211,17
2004,106,331,5424,64,1709,1821,131,171,1085,1,587,1,314,1055,2288,1134,714,395,30
2004,107,317,3387,294,403,1100,76,127,1047,0,821,0,424,728,1411,735,448,349,22
2004,108,223,3428,340,301,369,23,183,2030,0,650,0,435,388,1347,922,549,295,13
2004,109,420,3954,43,1080,652,43,162,1520,0,901,0,59,821,1517,945,590,387,31
2004,110,170,3476,237,142,383,21,230,2611,0,211,0,285,787,1551,840,366,159,6
2004,111,184,1457,24,189,219,22,53,432,0,697,0,53,347,640,277,172,152,15
2004,112,126,2226,199,135,405,22,111,509,0,1127,0,242,522,926,458,306,256,22
2004,113,271,2778,326,31,2673,11,41,172,0,51,0,396,378,1283,748,480,295,12
2004,114,533,4275,226,181,2169,16,158,1351,0,891,0,268,832,1808,1033,671,366,14
2004,115,198,4644,569,121,624,12,443,3192,0,298,0,721,699,2119,1349,623,324,25
2004,120,626,5915,636,52,3678,10,254,1375,0,1096,0,712,1168,2774,1539,881,387,14
2004,122,274,2296,168,24,466,6,37,377,0,1635,0,193,749,1115,405,269,120,6
2004,123,104,1029,8,21,68,1,11,111,0,918,0,11,251,506,175,124,75,5
