YEAR,PRECINCT,SQF_SEXF,SQF_SEXM,SQF_SEXZ,SQF_RACEASIAN,SQF_RACEBLACK,SQF_RACENATIVE,SQF_RACEHISPB,SQF_RACEHISPW,SQF_RACEUNK1,SQF_RACEWHITE,SQF_RACEUNK2,SQF_RACEOTHER,SQF_AGE0_17,SQF_AGE18_24,SQF_AGE25_34,SQF_AGE35_44,SQF_AGE45_64,SQF_AGE65_older,POP_AGE18_24,POP_AGE18_24_M,POP_AGE18_24_F,POP_25OVER,POP_25OVER_M,POP_25OVER_F,UNDERHS_AGE18to24,GRAD_AGE18to24,COLLEGE_AGE18to24,BACHELORS_AGE18to24,UNDERHS_AGE18to24_M,GRAD_AGE18to24_M,COLLEGE_AGE18to24_M,BACHELORS_AGE18to24_M,UNDERHS_AGE18to24_F,GRAD_AGE18to24_F,COLLEGE_AGE18to24_F,BACHELORS_AGE18to24_F,UNDER9th_25OVER,UNDERHS_25OVER,GRAD_25OVER,COLLEGE_25OVER,BACHELORS_25OVER,UNDER9th_25OVER_M,UNDERHS_25OVER_M,GRAD_25OVER_M,COLLEGE_25OVER_M,BACHELORS_25OVER_M,UNDER9th_25OVER_F,UNDERHS_25OVER_F,GRAD_25OVER_F,COLLEGE_25OVER_F,BACHELORS_25OVER_F
2019,110,10,171,0,14,30,0,13,110,0,15,0,0,39,39,52,22,14,4,15624,8492,7132,129462,65216,64246,2315,4786,6333,2190,1494,2774,3211,1013,821,2012,3122,1177,26379,10488,41630,14815,20676,13215,5238,22409,7657,9826,13164,5250,19221,7158,10850
2019,111,5,76,0,15,23,0,3,22,0,18,0,0,13,24,20,12,6,4,7413,3806,3607,90375,42354,48021,371,1685,3643,1714,256,885,2099,566,115,800,1544,1148,5934,4940,19495,12766,22681,2665,2384,8836,6402,10999,3269,2556,10659,6364,11682
2019,112,8,111,0,3,31,0,7,34,0,43,0,0,48,26,19,12,9,1,4351,2194,2157,78313,35655,42658,342,1044,1615,1350,254,552,922,466,88,492,693,884,3234,2507,12677,8904,24323,1339,1205,5600,4629,11253,1895,1302,7077,4275,13070
2019,113,21,160,0,6,164,2,2,5,0,2,0,0,40,40,43,24,19,0,13045,6754,6291,102444,44347,58097,1709,3840,6250,1246,819,2368,3060,507,890,1472,3190,739,5890,8315,33169,23420,15300,2837,3931,15561,10089,6057,3053,4384,17608,13331,9243
2019,114,17,225,0,11,87,0,27,70,0,47,0,0,25,81,67,35,22,2,14270,7528,6742,143926,72870,71056,2135,2860,4933,4342,1757,1561,2479,1731,378,1299,2454,2611,10941,9538,32239,14502,42592,4960,5451,16868,8579,21082,5981,4087,15371,5923,21510
2019,115,6,146,0,3,36,0,14,97,0,2,0,0,23,54,38,12,13,2,9742,4669,5073,94040,47326,46714,1036,2837,4656,1213,515,1387,2307,460,521,1450,2349,753,14125,8216,32542,10418,13673,6451,4710,17215,5401,6937,7674,3506,15327,5017,6736
2019,120,11,116,0,2,79,0,7,21,0,17,0,0,19,37,30,19,17,1,8284,4315,3969,66208,30914,35294,1182,2210,3649,1243,728,1350,1705,532,454,860,1944,711,4577,6212,17929,10520,12635,1850,2950,8852,5178,5921,2727,3262,9077,5342,6714
2019,121,18,141,0,0,98,0,13,25,0,23,0,0,29,52,28,18,12,1,11153,5912,5241,86154,40788,45366,1504,3363,4602,1684,822,1702,2602,786,682,1661,2000,898,4872,5952,27301,14959,16935,2187,3027,12956,7675,8415,2685,2925,14345,7284,8520
2019,122,25,121,0,4,48,0,4,27,0,63,0,0,31,30,41,14,18,4,12348,5880,6468,103052,48682,54370,1171,3236,5255,2686,525,1640,2509,1206,646,1596,2746,1480,4626,5763,31956,17347,20394,2068,2868,14777,8937,10299,2558,2895,17179,8410,10095
2019,123,12,69,0,3,16,1,1,16,0,44,0,0,7,28,19,17,6,1,8209,4173,4036,75247,35959,39288,448,2144,3566,2051,201,1372,1626,974,247,772,1940,1077,2072,3133,23266,13904,16668,1061,1720,10803,7289,8635,1011,1413,12463,6615,8033
