YEAR,PRECINCT,SQF_SEXF,SQF_SEXM,SQF_SEXZ,SQF_RACEASIAN,SQF_RACEBLACK,SQF_RACENATIVE,SQF_RACEHISPB,SQF_RACEHISPW,SQF_RACEUNK1,SQF_RACEWHITE,SQF_RACEUNK2,SQF_RACEOTHER,SQF_AGE0_17,SQF_AGE18_24,SQF_AGE25_34,SQF_AGE35_44,SQF_AGE45_64,SQF_AGE65_older,POP_AGE18_24,POP_AGE18_24_M,POP_AGE18_24_F,POP_25OVER,POP_25OVER_M,POP_25OVER_F,UNDERHS_AGE18to24,GRAD_AGE18to24,COLLEGE_AGE18to24,BACHELORS_AGE18to24,UNDERHS_AGE18to24_M,GRAD_AGE18to24_M,COLLEGE_AGE18to24_M,BACHELORS_AGE18to24_M,UNDERHS_AGE18to24_F,GRAD_AGE18to24_F,COLLEGE_AGE18to24_F,BACHELORS_AGE18to24_F,UNDER9th_25OVER,UNDERHS_25OVER,GRAD_25OVER,COLLEGE_25OVER,BACHELORS_25OVER,UNDER9th_25OVER_M,UNDERHS_25OVER_M,GRAD_25OVER_M,COLLEGE_25OVER_M,BACHELORS_25OVER_M,UNDER9th_25OVER_F,UNDERHS_25OVER_F,GRAD_25OVER_F,COLLEGE_25OVER_F,BACHELORS_25OVER_F
2017,1,7,40,0,0,20,0,2,10,0,13,0,0,2,10,17,8,7,0,4130,1577,2553,45274,22007,23267,76,742,1892,1420,52,300,778,447,24,442,1114,973,731,596,2379,3121,19919,274,338,1041,1582,9970,457,258,1338,1539,9949
2017,5,12,96,0,11,40,0,12,32,0,12,0,0,4,30,37,16,17,0,4556,2284,2272,33683,17728,15955,421,602,1768,1765,255,293,846,890,166,309,922,875,6519,3462,5868,2319,9984,2606,1887,3488,1122,5785,3913,1575,2380,1197,4199
2017,6,8,45,0,0,38,0,3,3,0,9,0,0,3,14,16,10,9,0,4521,1702,2819,48194,24306,23888,79,357,2103,1982,56,158,854,634,23,199,1249,1348,372,358,2630,2813,21263,268,192,1563,1495,10213,104,166,1067,1318,11050
2017,7,21,89,0,1,55,0,8,33,0,9,0,0,4,33,36,19,16,0,4264,2172,2092,48451,22017,26434,579,957,1835,893,364,615,780,413,215,342,1055,480,10382,6797,9950,4797,8963,4022,3530,4289,2510,4551,6360,3267,5661,2287,4412
2017,9,25,156,0,2,78,1,19,59,0,20,0,0,22,44,60,23,20,2,11731,5051,6680,57428,28643,28785,409,2133,6515,2674,247,782,2686,1336,162,1351,3829,1338,3982,2990,7575,5459,22419,1550,1556,3326,2854,11706,2432,1434,4249,2605,10713
2017,10,8,63,0,2,36,0,5,14,0,12,0,0,13,24,18,6,6,1,4570,1991,2579,39142,20841,18301,84,1226,2068,1192,56,469,931,535,28,757,1137,657,1108,1203,3553,3529,15512,357,640,1890,1940,8790,751,563,1663,1589,6722
2017,13,16,179,0,3,100,0,14,44,0,33,0,0,18,36,59,40,36,2,14152,5368,8784,79424,38985,40439,473,1090,5766,6823,369,466,1647,2886,104,624,4119,3937,1799,1777,5174,6097,32853,1090,912,3153,2866,15910,709,865,2021,3231,16943
2017,14,15,86,0,5,57,0,5,13,0,20,0,0,5,27,31,19,18,0,1736,727,1009,18448,9738,8710,77,334,455,870,40,195,102,390,37,139,353,480,351,726,1933,1438,7306,173,443,1145,706,3817,178,283,788,732,3489
2017,17,3,39,0,2,25,0,4,5,0,7,0,0,5,8,14,10,4,0,5190,2225,2965,55048,24764,30284,78,501,1185,3426,36,171,375,1643,42,330,810,1783,424,694,2887,4820,23874,194,388,1452,1753,10725,230,306,1435,3067,13149
2017,18,5,52,0,0,27,0,5,12,0,9,0,0,9,14,18,10,5,0,6036,2961,3075,57231,30821,26410,251,899,1994,2892,162,447,879,1473,89,452,1115,1419,1383,1484,4490,4992,22293,462,759,2482,2688,11868,921,725,2008,2304,10425
2017,19,13,115,0,2,67,0,4,22,0,30,0,0,24,27,28,20,25,1,9248,3960,5288,174085,73699,100386,472,1110,2315,5351,242,551,929,2238,230,559,1386,3113,2475,3210,10126,12036,68506,862,1431,4071,4841,27747,1613,1779,6055,7195,40759
2017,20,6,48,0,1,33,0,8,5,0,6,0,0,15,10,8,4,12,0,3746,1369,2377,77704,34311,43393,97,690,1037,1922,96,201,517,555,1,489,520,1367,1126,1599,5035,5141,26190,512,714,2272,2467,11122,614,885,2763,2674,15068
2017,22,0,25,0,0,13,0,3,5,0,4,0,0,15,2,3,2,3,0,2,0,2,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2017,23,34,305,0,2,190,1,18,113,0,12,0,0,67,89,93,45,38,1,10341,5109,5232,60875,25883,34992,1400,2678,4387,1876,757,1642,1984,726,643,1036,2403,1150,6315,8007,13640,8025,12426,2749,3531,5993,3059,5252,3566,4476,7647,4966,7174
2017,24,9,159,0,0,97,2,20,43,0,6,0,0,36,40,33,32,23,1,5723,2317,3406,84810,38149,46661,563,986,1716,2458,286,356,622,1053,277,630,1094,1405,4425,3386,8149,7644,25197,2106,1296,3412,3989,11278,2319,2090,4737,3655,13919
2017,25,21,167,0,0,121,0,10,56,0,4,0,0,25,60,50,29,20,1,3097,1583,1514,22915,11355,11560,757,915,950,475,451,487,470,175,306,428,480,300,3099,4377,5582,3461,3112,1438,2355,3158,1740,1294,1661,2022,2424,1721,1818
2017,26,13,63,0,0,46,0,2,22,0,6,0,0,9,16,21,17,11,0,12885,5139,7746,29737,14594,15143,301,1444,7544,3596,157,483,2969,1530,144,961,4575,2066,1352,1896,4307,2671,8305,403,800,2217,1589,4338,949,1096,2090,1082,3967
2017,28,21,122,0,0,112,0,8,10,0,10,0,0,18,14,43,24,38,1,6937,3288,3649,48791,22423,26368,1394,2099,2245,1199,592,1186,914,596,802,913,1331,603,3484,5054,10379,6577,10921,1699,2558,4706,3352,4703,1785,2496,5673,3225,6218
2017,30,9,78,0,0,53,0,10,21,0,2,0,0,5,24,30,7,15,0,7869,4551,3318,46503,22175,24328,1171,1511,3411,1776,791,1088,1932,740,380,423,1479,1036,7091,6275,10162,6231,8048,3092,3193,5108,2889,3861,3999,3082,5054,3342,4187
2017,32,29,158,0,0,162,0,10,16,0,0,0,0,34,41,52,31,27,0,7294,3769,3525,49803,21266,28537,1595,1955,2557,1187,979,926,1185,679,616,1029,1372,508,3507,6010,12196,8446,9601,1776,2480,5556,3434,4247,1731,3530,6640,5012,5354
2017,33,14,185,0,1,44,0,62,79,0,10,0,0,15,75,64,16,22,0,8737,4121,4616,62311,30838,31473,1581,1564,3220,2372,955,712,1324,1130,626,852,1896,1242,10631,7302,11598,8417,13086,4950,4153,6232,4585,6075,5681,3149,5366,3832,7011
2017,34,14,177,0,0,28,0,62,94,0,6,0,0,28,66,49,22,18,0,13310,7058,6252,91319,42839,48480,2415,2715,5940,2240,1323,1763,3185,787,1092,952,2755,1453,16561,10648,15922,13448,17712,7931,4164,8142,7461,7913,8630,6484,7780,5987,9799
2017,40,32,332,0,0,195,0,44,120,0,5,0,0,63,100,94,45,38,1,11316,5754,5562,54410,23954,30456,3391,3117,4325,483,1758,1819,1989,188,1633,1298,2336,295,11163,10450,15411,8379,4437,4904,4507,7587,3509,1825,6259,5943,7824,4870,2612
2017,41,7,80,0,0,44,0,14,28,0,1,0,0,15,22,28,12,6,1,6805,3754,3051,36210,16850,19360,1972,1871,2572,390,1247,1082,1273,152,725,789,1299,238,7700,6259,9572,6181,3383,3764,3118,4721,2830,1132,3936,3141,4851,3351,2251
2017,42,14,267,0,0,175,0,31,73,0,4,0,0,45,94,66,36,21,2,10358,5216,5142,54330,23642,30688,2496,3358,4045,459,1263,1857,1888,208,1233,1501,2157,251,9112,9618,14980,9757,5225,3992,4255,7707,3797,1625,5120,5363,7273,5960,3600
2017,43,7,96,0,2,53,0,18,29,0,0,0,0,14,34,26,9,10,1,18464,9521,8943,109618,48786,60832,4536,4901,7449,1578,2736,2428,3715,642,1800,2473,3734,936,15995,15463,31444,20247,12448,7339,7184,15356,8895,4682,8656,8279,16088,11352,7766
2017,44,16,267,0,0,140,0,62,80,0,1,0,0,32,89,80,37,27,1,19716,9726,9990,103267,46007,57260,5001,5204,8512,999,2921,2839,3633,333,2080,2365,4879,666,19230,16119,27741,17894,11591,8063,7556,13020,7984,5325,11167,8563,14721,9910,6266
2017,45,13,100,0,2,69,0,10,16,0,9,0,0,37,32,21,8,5,1,12998,6736,6262,94041,41780,52261,1478,3367,6897,1256,852,1937,3594,353,626,1430,3303,903,8324,8143,27680,17699,14542,4076,3901,13468,8161,5966,4248,4242,14212,9538,8576
2017,46,11,266,0,2,129,0,58,80,0,3,0,0,53,82,73,36,18,2,13108,6469,6639,63857,28009,35848,3613,2841,6114,540,2035,1492,2750,192,1578,1349,3364,348,11115,11354,18551,10722,5286,4961,4826,8722,4803,1931,6154,6528,9829,5919,3355
2017,47,16,150,0,0,134,0,14,17,0,0,0,0,31,57,40,20,11,1,18246,8684,9562,110874,48277,62597,3590,4175,8593,1888,1993,2360,3780,551,1597,1815,4813,1337,9876,12658,33280,20132,16996,4620,5850,15402,9367,6581,5256,6808,17878,10765,10415
2017,48,15,204,0,0,130,0,24,57,0,7,0,0,38,68,56,27,20,0,11272,5532,5740,56190,25094,31096,2878,3086,4368,940,1467,1569,2149,347,1411,1517,2219,593,9963,10371,14235,10895,5261,4467,4396,6820,4846,2489,5496,5975,7415,6049,2772
2017,49,29,251,0,5,132,0,28,84,0,26,0,0,58,74,58,30,30,2,10207,5135,5072,76429,35639,40790,1738,2329,5035,1105,993,1225,2397,520,745,1104,2638,585,9692,7844,21151,12885,11081,4134,3940,10721,6238,4560,5558,3904,10430,6647,6521
2017,50,3,47,0,0,17,0,8,19,0,5,0,0,12,17,6,4,3,1,9661,4781,4880,73034,32420,40614,771,3106,4430,1354,443,1526,2324,488,328,1580,2106,866,6580,5971,14831,12095,15076,2965,2590,6861,5814,6286,3615,3381,7970,6281,8790
2017,52,15,213,0,1,89,0,51,81,0,4,0,0,26,80,57,21,19,0,18539,9016,9523,96224,44547,51677,3789,5180,8060,1510,1998,2886,3740,392,1791,2294,4320,1118,16343,13476,27480,15984,11448,6630,6345,14247,7676,4818,9713,7131,13233,8308,6630
2017,60,13,173,0,2,85,0,14,42,0,40,0,0,13,63,55,26,24,0,8680,3982,4698,81541,35969,45572,1437,2244,4026,973,647,1137,1839,359,790,1107,2187,614,8416,7084,20695,9364,17517,3377,3128,9304,4523,7912,5039,3956,11391,4841,9605
2017,61,15,136,0,1,65,0,7,10,0,64,0,0,34,41,43,14,12,1,13244,6779,6465,121810,57171,64639,1241,3010,6349,2644,690,1582,3362,1145,551,1428,2987,1499,10877,7727,30968,14612,29730,5069,3801,14882,7182,14053,5808,3926,16086,7430,15677
2017,62,7,99,0,1,28,0,4,24,0,42,0,0,22,33,26,14,10,0,15217,7853,7364,139868,66955,72913,2038,3388,6612,3179,1282,1821,3380,1370,756,1567,3232,1809,22066,14767,37370,14558,28025,9942,7711,17899,7465,13974,12124,7056,19471,7093,14051
2017,63,14,158,0,0,138,0,0,13,0,18,0,0,47,55,34,16,16,1,9977,4992,4985,79616,36092,43524,1035,2071,5409,1462,581,1249,2637,525,454,822,2772,937,4260,4506,23104,14134,16376,1699,2121,10725,7010,7736,2561,2385,12379,7124,8640
2017,66,1,51,0,3,17,0,9,14,0,8,0,0,9,20,10,5,6,0,14884,8220,6664,91726,45002,46724,2804,4650,5435,1995,2080,1984,3194,962,724,2666,2241,1033,10880,11559,26628,11014,15232,5257,6368,11546,6259,7641,5623,5191,15082,4755,7591
2017,67,25,219,0,1,232,0,1,7,0,1,0,0,52,77,50,25,14,2,12269,5906,6363,93780,38413,55367,1671,3669,5516,1413,1079,2079,2275,473,592,1590,3241,940,6256,6716,33097,17908,15047,2363,3143,15580,7048,5518,3893,3573,17517,10860,9529
2017,68,4,80,0,3,16,0,3,23,0,22,0,0,27,24,19,9,4,1,9584,4807,4777,96817,46383,50434,1056,2407,3823,2298,570,1302,1925,1010,486,1105,1898,1288,10569,9392,21362,11586,22330,4730,4774,10035,6115,11329,5839,4618,11327,5471,11001
2017,69,11,150,0,0,145,0,3,9,0,2,0,0,36,51,29,20,13,1,9638,4686,4952,61893,25518,36375,1165,2123,5261,1089,698,1418,2243,327,467,705,3018,762,4149,5128,18045,11787,10773,1736,2234,7836,5208,4099,2413,2894,10209,6579,6674
2017,70,6,103,0,3,79,0,1,15,0,9,0,0,24,27,32,11,4,0,16823,7840,8983,109971,49971,60000,2121,4789,7128,2785,1213,2454,3313,860,908,2335,3815,1925,9601,9569,30121,15114,22535,4580,4344,13914,7180,9898,5021,5225,16207,7934,12637
2017,71,7,192,0,0,174,0,12,6,0,7,0,0,51,49,45,21,15,2,8745,4747,3998,64632,28211,36421,1003,1843,4348,1551,549,972,2494,732,454,871,1854,819,3725,5060,17767,12760,12482,1386,2307,7967,5658,5695,2339,2753,9800,7102,6787
2017,72,13,137,0,4,35,0,15,77,0,17,0,0,14,45,46,29,7,2,10316,4825,5491,87915,44854,43061,2239,2380,3787,1910,1232,1303,1686,604,1007,1077,2101,1306,17070,15691,16374,8011,15956,8419,8350,8490,4480,8277,8651,7341,7884,3531,7679
2017,73,17,223,0,0,227,0,6,5,0,1,0,0,58,73,47,24,21,1,9945,5276,4669,62811,24952,37859,1975,3381,3615,974,1186,1862,1797,431,789,1519,1818,543,6672,9341,21912,10900,6488,2576,3794,9148,3742,2942,4096,5547,12764,7158,3546
2017,75,2,99,0,0,75,0,10,16,0,0,0,0,18,34,25,9,7,1,19933,9608,10325,121768,52414,69354,3500,6706,8362,1365,1776,3487,3938,407,1724,3219,4424,958,12926,13429,50188,18879,12530,5772,5346,23630,7940,4561,7154,8083,26558,10939,7969
2017,76,10,79,0,3,45,0,6,21,0,11,0,0,20,28,17,13,10,1,2087,791,1296,32023,15257,16766,281,707,645,454,96,266,256,173,185,441,389,281,1825,2094,3877,2884,10210,798,887,1791,1389,5008,1027,1207,2086,1495,5202
