YEAR,PRECINCT,SQF_SEXF,SQF_SEXM,SQF_SEXZ,SQF_RACEASIAN,SQF_RACEBLACK,SQF_RACENATIVE,SQF_RACEHISPB,SQF_RACEHISPW,SQF_RACEUNK1,SQF_RACEWHITE,SQF_RACEUNK2,SQF_RACEOTHER,SQF_AGE0_17,SQF_AGE18_24,SQF_AGE25_34,SQF_AGE35_44,SQF_AGE45_64,SQF_AGE65_older
2008,50,119,2142,10,24,594,3,362,946,7,288,0,47,332,846,545,302,235,9
2008,52,398,7032,282,88,2274,18,1120,3353,21,202,0,636,1271,3030,1916,915,516,51
2008,60,553,5968,138,117,3010,23,309,1572,17,1444,0,167,1115,2074,1601,1074,725,59
2008,61,318,5599,117,166,1642,17,154,834,48,2940,0,233,1505,2615,1029,502,351,25
2008,62,251,4387,4,180,347,36,161,1067,120,2724,0,7,1155,1606,937,597,315,16
2008,63,146,1972,100,26,1543,3,28,133,9,362,0,114,384,1028,490,192,112,6
2008,66,278,3399,123,332,450,44,263,1477,38,1025,0,171,712,1410,923,410,321,19
2008,67,306,6502,52,55,6451,5,60,133,19,59,0,78,929,2825,1882,662,491,46
2008,68,217,3155,13,152,249,32,76,968,16,1877,0,15,645,1343,720,350,285,39
2008,69,406,6229,59,56,6022,12,80,300,17,131,0,76,1266,2986,1474,570,381,11
2008,70,559,9905,15,220,7884,36,189,1904,25,188,0,33,1817,4414,2482,874,638,237
2008,71,228,4580,9,31,4364,2,80,191,5,126,0,18,772,1805,1217,585,416,14
2008,72,164,3494,85,132,398,12,367,2473,18,233,0,110,535,1339,1028,531,287,20
2008,73,1975,20234,751,133,19395,18,517,1768,74,168,0,887,4415,7950,5042,2980,2422,124
2008,75,1977,24819,975,297,19915,102,1175,4545,68,437,0,1232,4132,10012,6993,3688,2716,172
2008,76,466,5066,14,110,2268,13,437,1766,43,806,0,103,696,1416,1062,1267,1075,27
2008,77,566,7498,257,40,7174,7,151,476,30,149,0,294,931,2481,2003,1410,1423,62
2008,78,185,1960,68,37,915,14,137,657,34,324,0,95,267,601,577,420,330,16
2008,79,1825,16516,268,165,14691,28,526,2063,20,621,0,495,1802,5082,4604,3464,3470,169
2008,81,548,8914,225,30,8521,5,199,547,9,98,0,278,1380,3507,2491,1209,1043,43
2008,83,447,8720,129,66,3494,15,699,4158,380,352,0,132,1180,3244,2557,1342,909,48
2008,84,320,3155,34,81,2276,4,100,603,30,370,0,45,530,885,796,604,637,53
2008,88,517,5513,250,80,4670,22,152,729,14,363,0,250,890,1603,1432,1065,1178,104
2008,90,620,10376,253,111,3469,22,1271,4795,63,1140,0,378,1598,3642,2799,1781,1341,72
2008,94,166,2199,5,47,500,6,143,750,5,911,0,8,327,781,655,346,245,14
2008,100,283,2567,3,21,1839,2,115,380,10,483,0,3,670,1021,548,325,268,18
2008,101,283,7501,4,66,6865,7,140,567,18,121,0,4,1530,3284,1847,725,368,21
2008,102,550,7188,133,1644,1468,78,341,3351,16,800,0,173,1597,3484,1621,722,430,16
2008,103,883,10561,262,408,8639,94,262,1581,103,295,0,324,1306,4023,3085,1793,1423,56
2008,104,477,6792,10,166,640,16,530,3637,280,1991,0,19,1374,2709,1696,909,573,16
2008,105,303,5375,241,275,4324,49,123,490,6,323,0,329,660,2572,1562,644,425,46
2008,106,311,6120,34,2088,2201,74,152,1167,34,663,0,86,1225,2656,1426,702,421,25
2008,107,448,5520,21,623,2495,146,189,1258,268,988,0,22,1160,2438,1307,610,395,77
2008,108,369,5864,4,769,746,27,416,3154,15,1107,0,3,950,2010,1730,891,619,33
2008,109,440,7651,151,1325,1285,35,487,3385,40,1300,0,385,1417,3210,2058,950,599,7
2008,110,511,9291,79,503,813,39,468,7525,10,430,0,93,1739,4235,2356,987,535,21
2008,111,296,3833,71,866,575,67,87,966,22,1358,0,259,1066,1653,740,394,334,12
2008,112,171,2494,99,183,451,17,82,722,4,1198,0,107,351,967,712,390,315,25
2008,113,652,7657,32,209,7427,53,123,346,30,94,0,59,665,3279,2265,1118,973,35
2008,114,1136,10361,447,633,4140,178,431,3705,156,2187,0,514,1565,4124,3211,1715,1259,61
2008,115,336,9404,2,357,842,56,757,7320,9,392,0,9,935,3805,3138,1220,609,27
2008,120,2375,15179,0,168,9824,53,628,3842,30,3005,0,4,2199,6857,4406,2292,1694,91
2008,122,1157,9374,223,265,1305,48,189,1450,24,6799,0,674,2239,4293,1971,1214,966,54
2008,123,233,3838,12,36,162,6,46,306,55,3455,0,17,954,1691,721,404,296,15
