YEAR,PRECINCT,SQF_SEXF,SQF_SEXM,SQF_SEXZ,SQF_RACEASIAN,SQF_RACEBLACK,SQF_RACENATIVE,SQF_RACEHISPB,SQF_RACEHISPW,SQF_RACEUNK1,SQF_RACEWHITE,SQF_RACEUNK2,SQF_RACEOTHER,SQF_AGE0_17,SQF_AGE18_24,SQF_AGE25_34,SQF_AGE35_44,SQF_AGE45_64,SQF_AGE65_older
2003,70,181,2185,203,24,1812,3,62,308,0,113,42,205,425,1054,599,222,144,42
2003,71,130,3672,595,7,3312,3,64,205,0,61,51,694,656,1789,1022,433,262,99
2003,72,114,1926,263,64,227,3,123,1252,0,290,52,292,320,917,547,287,138,57
2003,73,489,5082,392,11,4765,1,151,444,0,60,64,467,1012,2191,1178,826,423,94
2003,75,324,4476,296,67,3232,22,214,963,0,186,47,365,716,1967,1170,719,336,43
2003,76,96,990,83,2,504,1,83,317,0,163,5,94,128,291,250,259,166,21
2003,77,325,4893,480,16,4626,0,86,264,0,77,85,544,522,1844,1387,1029,650,85
2003,78,53,701,47,7,330,2,41,205,0,133,3,80,105,223,162,172,99,11
2003,79,179,2219,139,6,1979,2,55,278,0,27,11,179,299,838,585,428,214,73
2003,81,135,2085,206,2,1960,0,44,142,0,18,24,236,283,954,580,322,171,40
2003,83,78,1657,209,8,628,1,86,882,0,93,43,203,345,713,461,224,107,19
2003,84,84,1037,40,9,791,1,61,166,0,72,2,59,193,346,216,199,102,28
2003,88,217,2226,100,7,2019,0,82,247,0,55,25,108,443,957,499,303,187,14
2003,90,95,1404,108,4,571,1,125,672,0,86,10,138,247,590,321,268,106,19
2003,94,23,449,15,8,125,2,30,168,0,124,15,15,107,167,105,42,45,1
2003,100,106,1350,8,14,814,1,28,181,0,409,3,14,362,493,265,207,106,7
2003,101,117,2054,120,5,1832,3,42,225,1,37,26,120,541,929,472,169,78,10
2003,102,157,2995,290,377,719,55,200,1228,0,447,57,359,626,1406,619,302,138,53
2003,103,393,5100,616,228,3681,40,208,1082,0,162,60,648,644,2432,1477,870,329,50
2003,104,120,1594,163,35,220,3,154,737,0,490,29,209,435,700,352,196,111,16
2003,105,92,1721,70,95,1373,7,22,136,0,135,21,94,257,851,400,194,101,17
2003,106,51,1122,8,284,416,17,19,233,0,133,9,70,212,519,241,122,45,7
2003,107,130,2072,144,218,888,20,89,538,1,437,4,151,472,891,428,284,168,22
2003,108,160,1705,138,133,293,12,95,920,0,330,35,185,233,773,503,251,131,22
2003,109,423,3359,216,814,690,46,175,1284,0,735,35,219,833,1340,761,559,361,37
2003,110,73,2044,154,108,241,8,114,1426,0,160,29,185,476,885,493,230,91,10
2003,111,122,1622,102,257,225,13,59,413,0,753,21,105,438,722,300,185,148,23
2003,112,114,1538,123,122,371,7,61,369,0,672,11,162,278,574,410,279,193,15
2003,113,126,2242,279,18,2105,6,33,130,0,48,20,287,318,1222,620,252,105,17
2003,114,379,2908,218,142,1461,16,95,966,0,505,19,301,653,1228,748,492,235,21
2003,115,65,1569,198,68,315,8,125,911,0,133,20,252,240,761,425,186,106,6
2003,120,377,4468,507,23,3066,5,155,818,0,641,78,566,1060,2109,1146,546,221,45
2003,122,181,2113,197,33,435,4,51,391,0,1335,19,223,798,966,363,197,90,7
2003,123,84,853,45,2,54,2,9,97,0,761,7,50,385,418,88,50,22,3
